指标名称,中国:GDP:不变价:当季同比,中国:iCPI:总指数:日环比,中国:iCPI:食品烟酒:日环比,中国:iCPI:衣着:日环比,中国:iCPI:居住:日环比,中国:iCPI:生活用品及服务:日环比,中国:iCPI:交通和通信:日环比,中国:iCPI:教育文化和娱乐:日环比,中国:iCPI:医疗保健:日环比,中国:iCPI:其他用品和服务:日环比,中国:中间价:美元兑人民币,中间价:欧元兑人民币,USDCNH:即期汇率,美元兑日元,欧元兑美元,温州指数:温州地区民间融资综合利率,温州指数:温州地区民间融资综合利率:社会直接融资利率,中国:SHIBOR:隔夜,银行间同业拆借加权利率:7天,银行间质押式回购加权利率:7天,GC001:收盘价,1年期国债收益率,上证综合指数,中国:互联网搜索指数:找工作,中国:互联网搜索指数:招聘,中国香港:政府债券收益率:3月,LIBOR:美元:3个月,美国:5年期盈亏平衡通胀率:非季调,英镑兑美元,美元指数,日元指数,日本:国债收益率:6月,日本:企业债有效收益率:综合,欧元区:公债收益率:即期利率收益率曲线:所有债券:6个月,EURIBOR:6个月,韩国:国债收益率:3年,收盘价:美元兑韩元,韩国:KOSPI指数,印尼:日用商品现价:天然棕榈油:棉兰,印尼:日用商品现价:咖啡:棉兰,泰国:债券市场协会指数:总收益:政府债券指数,新加坡:国库券收益率:6个月,菲律宾:国债收益率:6个月,越南:国债收益率:1年,印度:国债收益率:3月,法国:国债收益率:1个月,德国:上市联邦证券利率期限结构:1年期,加拿大:基准债券收益率:5年,花旗美国经济意外指数,花旗欧洲经济意外指数,花旗中国经济意外指数,花旗十国集团经济意外指数,花旗新兴市场经济意外指数,地缘政治风险指数,地缘政治行为指数,地缘政治威胁指数,收盘价:焦炭,期货收盘价(活跃合约):焦煤,"河南:车板价:焦煤(A≤10%,V:25-27%,S≤0.5%,G>75,Mt:8%,平顶山产)","中国:现货价(到岸价):焦煤(峰景矿,A:10.5%,V:21.5%,S:0.61%,G:87,Y:19,Mt:10%,CSR74,澳大利亚产)",期货结算价(活跃合约):IPE布油,期货结算价(活跃合约):NYMEX轻质原油,出厂价:液化气(汽运):荆门石化,中国:出厂价:石油焦(2#B):武汉石化,中国:经销价:汽油(93#IV):成都中石化,山东:库提价:港口内贸燃料油(4#船用),运价:液化气(压力货):华南-海防港,黎城:价格(干基含税):铁精粉(66%),"中国:价格:螺纹钢(HRB400,20mm)","武汉:价格:热轧板卷(Q235B,3.0mm)",山东:价格:方坯(Q235),唐山:市场价(不含税):废钢(6-8mm),中国进口干散货运价指数:综合指数,波罗的海干散货指数(BDI),原油运输指数(BDTI),成品油运输指数(BCTI),中国进口干散货运价指数:综合指数,中国进口原油运价指数:综合指数,远东干散货指数(FDI):综合指数,远东干散货指数(FDI):运价指数,中国:水泥价格指数,南华工业品指数,南华综合指数,南华金属指数,南华能化指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:网上价格指数,义乌中国小商品指数:订单价格指数,义乌中国小商品指数:玩具类:价格指数,义乌中国小商品指数:玩具类:出口价格指数,义乌中国小商品指数:文化办公用品类:价格指数,义乌中国小商品指数:文化办公用品类:出口价格指数,义乌中国小商品指数:工艺品类:价格指数,义乌中国小商品指数:工艺品类:出口价格指数,义乌中国小商品指数:首饰类:价格指数,义乌中国小商品指数:首饰类:出口价格指数,义乌中国小商品指数:五金及电料类:价格指数,义乌中国小商品指数:五金及电料类:出口价格指数,义乌中国小商品指数:电子电器类:价格指数,义乌中国小商品指数:电子电器类:出口价格指数,义乌中国小商品指数:钟表眼镜类:价格指数,义乌中国小商品指数:钟表眼镜类:出口价格指数,义乌中国小商品指数:体育娱乐用品类:价格指数,义乌中国小商品指数:体育娱乐用品类:出口价格指数,义乌中国小商品指数:服装服饰类:价格指数,义乌中国小商品指数:服装服饰类:出口价格指数,义乌中国小商品指数:鞋类:价格指数,义乌中国小商品指数:鞋类:出口价格指数,义乌中国小商品指数:针、纺织品类:出口价格指数,义乌中国小商品指数:箱包类:价格指数,义乌中国小商品指数:箱包类:出口价格指数,义乌中国小商品指数:护理及美容用品类:价格指数,义乌中国小商品指数:护理及美容用品类:出口价格指数,义乌中国小商品指数:日用品类:价格指数,义乌中国小商品指数:日用品类:出口价格指数,义乌中国小商品指数:辅料和包装类:价格指数,义乌中国小商品指数:辅料和包装类:出口价格指数,义乌中国小商品指数:总价格指数,义乌中国小商品指数:出口价格指数,中国:开工率:产能(<100万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:聚氯乙烯:上游,中国:华北:开工率:聚氯乙烯:下游,中国:华南:开工率:聚氯乙烯:下游,中国:开工率:聚氯乙烯,中国:华东:开工率:聚氯乙烯:下游,中国:开工率:螺纹钢:主要钢厂,中国:开工率:线材:主要钢厂,中国:开工率:电炉,中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国出口集装箱运价指数:综合指数,中国:开工率:汽车轮胎(半钢胎),中国:开工率:汽车轮胎(全钢胎),中国:开工率:乙二醇(非乙烯法),中国:开工率:甲醇,中国:开工率:苯乙烯,中国:开工率:纯碱,中国:开工率:聚苯乙烯,中国:开工率:聚苯乙烯泡沫,中国:开工率:石油沥青装置,中国:开工率:尿素,中国进口集装箱运价指数:综合指数
2010Q1,12.20 ,,,,,,,,,,6.8269 ,9.4517 ,,-9.3199 ,1.3835 ,,,1.3804 ,1.7352 ,1.6976 ,1.5583 ,,"3,071.9562 ",,,0.2391 ,0.2566 ,1.9587 ,1.5593 ,79.5869 ,113.0197 ,0.1174 ,0.9751 ,0.4489 ,0.9649 ,4.1395 ,"1,144.8813 ","1,647.1626 ","7,370.2427 ","24,707.6446 ",193.2335 ,,4.2831 ,10.0940 ,,0.2973 ,0.6223 ,2.6301 ,23.6440 ,-14.1726 ,10.0961 ,8.0451 ,46.8647 ,82.6255 ,84.4143 ,80.4805 ,,,"1,486.4516 ",,77.2230 ,81.3908 ,,,,,,"1,006.6559 ","4,060.5184 ","4,323.9286 ","3,578.8088 ","2,594.2615 ",,"3,020.3756 ","1,007.3862 ",809.3065 ,,,,,,"2,375.8398 ","1,377.0401 ","2,781.2342 ","1,548.2435 ",99.9712 ,99.9712 ,99.9992 ,100.9040 ,100.2488 ,99.9477 ,100.0598 ,100.5575 ,99.6687 ,100.6727 ,100.0843 ,100.0000 ,99.9563 ,99.4922 ,99.4332 ,99.7917 ,99.6828 ,100.0425 ,99.8943 ,99.9442 ,99.8877 ,99.4787 ,100.1247 ,100.0170 ,100.0000 ,97.6517 ,100.0000 ,100.0807 ,99.8450 ,99.3923 ,99.9457 ,104.9200 ,100.0033 ,100.4385 ,99.1983 ,,,,,,,,,,,,,,"1,093.6886 ",,,,,,,,,,,
2010Q2,10.80 ,,,,,,,,,,6.8239 ,8.7019 ,,-7.9259 ,1.2735 ,,,1.7238 ,2.0799 ,2.0596 ,2.0052 ,,"2,761.9866 ",,,0.3873 ,0.4337 ,1.7930 ,1.4916 ,84.3813 ,112.7942 ,0.1221 ,0.8594 ,0.5566 ,0.9827 ,3.7417 ,"1,164.8970 ","1,691.2428 ","7,053.6473 ","25,070.7986 ",198.7726 ,,4.1952 ,10.6679 ,,0.2297 ,0.3599 ,2.8067 ,13.3882 ,75.5718 ,28.2427 ,36.2616 ,34.7771 ,90.7032 ,77.4842 ,97.2236 ,,,"1,540.0000 ",,79.2734 ,84.1912 ,,"2,062.8136 ",,,,"1,171.5029 ","4,430.2858 ","4,790.3369 ","3,949.7715 ","2,786.9971 ",,"3,302.4366 ",967.9688 ,698.0484 ,,,,,,"2,203.9066 ","1,318.5435 ","2,558.4503 ","1,449.4885 ",100.3863 ,100.3863 ,100.3242 ,102.5845 ,99.9480 ,99.9065 ,101.0730 ,99.8368 ,100.9272 ,99.9950 ,99.9778 ,99.8480 ,100.8558 ,99.6392 ,100.0287 ,100.0143 ,102.6007 ,100.0000 ,99.2423 ,99.9168 ,99.6300 ,98.1218 ,99.0785 ,100.0017 ,100.0000 ,99.7852 ,99.1583 ,102.3785 ,100.1533 ,99.8467 ,100.3058 ,109.6932 ,100.0000 ,101.5397 ,99.0972 ,,,,,,,,,,,,,,"1,131.4400 ",,,,,,,,,,,
2010Q3,9.90 ,,,,,,,,,,6.7693 ,8.7262 ,,-14.2193 ,1.2923 ,,,1.6821 ,2.1143 ,2.0837 ,2.2218 ,,"2,590.3272 ",,,0.3607 ,0.3870 ,1.3456 ,1.5504 ,82.1479 ,118.7128 ,0.1139 ,0.7217 ,0.7257 ,1.1295 ,3.6959 ,"1,182.3767 ","1,770.8742 ","7,533.9022 ","29,831.0247 ",203.5634 ,,4.3858 ,9.4385 ,,0.3085 ,0.4993 ,2.2529 ,-32.5742 ,85.0730 ,24.1337 ,12.5095 ,33.3329 ,77.6101 ,78.9647 ,73.3961 ,,,"1,531.1828 ",,76.9337 ,79.6089 ,,"1,837.4552 ",,,,"1,087.1720 ","4,287.1082 ","4,468.6523 ","3,833.8540 ","2,749.0179 ",,"2,362.4588 ",761.5996 ,732.4792 ,,,,,,"2,160.4267 ","1,332.0429 ","2,496.1466 ","1,401.0986 ",100.5813 ,100.5813 ,100.4237 ,100.7172 ,100.2517 ,100.0000 ,101.0648 ,99.4843 ,100.2693 ,99.6192 ,99.9582 ,100.0000 ,100.9775 ,101.2875 ,100.6007 ,99.9975 ,103.7588 ,100.0000 ,100.9557 ,98.5735 ,99.7230 ,99.9022 ,98.5663 ,99.8103 ,100.0000 ,99.6808 ,100.3717 ,103.8562 ,99.9622 ,99.8408 ,100.5532 ,105.0470 ,98.0010 ,100.6882 ,99.6043 ,,,,,,,,,,,,,,"1,201.0353 ",,,,,,,,,,,
2010Q4,9.90 ,,,,,,,,,,6.6611 ,9.0564 ,,-17.4670 ,1.3586 ,,,2.0660 ,2.7409 ,2.7011 ,2.2994 ,,"2,902.8911 ",,,0.4374 ,0.2929 ,1.5976 ,1.5807 ,78.6465 ,121.4841 ,0.1167 ,0.7116 ,1.0615 ,1.2482 ,3.2971 ,"1,132.0549 ","1,939.5366 ","9,302.3794 ","34,943.8504 ",204.1493 ,,3.0172 ,9.6995 ,,0.4699 ,0.7298 ,2.2200 ,10.2986 ,56.4102 ,15.7859 ,27.4685 ,13.5514 ,86.3515 ,83.1697 ,88.0491 ,,,"1,556.9892 ",,87.3493 ,85.8164 ,,"2,004.5520 ",,,,"1,196.1326 ","4,647.7358 ","4,560.0824 ","4,114.6319 ","2,859.0265 ",,"2,322.7347 ",853.4738 ,685.5093 ,,,,,,"2,418.8750 ","1,506.7991 ","2,693.1153 ","1,617.1415 ",100.8390 ,100.8390 ,100.3808 ,102.1487 ,100.5255 ,101.0587 ,100.7720 ,99.4070 ,100.1557 ,100.4825 ,100.0373 ,100.0000 ,99.9863 ,101.1682 ,100.7718 ,100.0000 ,100.6900 ,100.0833 ,100.9300 ,97.9187 ,99.7810 ,98.7398 ,98.7078 ,99.6595 ,100.0000 ,99.6827 ,99.7457 ,102.0628 ,99.9812 ,100.0988 ,100.1307 ,108.0878 ,100.5515 ,101.4273 ,99.8830 ,,,,,,,,,,,,,,"1,102.4636 ",,,,,,,,,,,
2011Q1,10.20 ,,,,,,,,,,6.5846 ,9.0005 ,,-17.7745 ,1.3686 ,,,2.8460 ,3.6882 ,3.6156 ,1.9053 ,,"2,856.4362 ","8,633.6152 ","14,284.3975 ",0.3455 ,0.3079 ,2.0463 ,1.6026 ,77.7081 ,120.7339 ,0.1263 ,0.8075 ,1.1036 ,1.3644 ,3.8009 ,"1,119.9892 ","2,033.7312 ","9,601.6692 ","43,543.9219 ",201.0203 ,,2.5736 ,10.7207 ,,0.5805 ,1.0176 ,2.6212 ,55.4002 ,32.7209 ,25.6515 ,34.4853 ,22.6202 ,101.2849 ,106.1110 ,97.8139 ,,,"1,690.0000 ",,105.1972 ,95.5101 ,,"2,066.4631 ",,,,"1,288.9982 ","4,943.2453 ","4,910.0602 ","4,349.9576 ","3,217.0607 ",,"1,367.3578 ",826.8736 ,695.0326 ,,,,,,"2,583.1344 ","1,604.3547 ","2,779.2847 ","1,734.2470 ",100.9180 ,100.9180 ,104.8837 ,101.3875 ,100.6097 ,100.0000 ,102.5242 ,100.4175 ,99.4772 ,100.0013 ,100.0202 ,100.0000 ,100.1055 ,99.8077 ,100.4607 ,98.8952 ,100.4240 ,100.0000 ,100.2657 ,97.0273 ,101.0908 ,99.1257 ,100.1177 ,99.9493 ,100.0000 ,100.6150 ,99.9867 ,99.2453 ,99.9277 ,100.4798 ,101.6315 ,106.3687 ,98.9630 ,101.1208 ,99.5942 ,,,,,,,,,,,,,,"1,047.8650 ",,,,,,,,,,,
2011Q2,10.00 ,,,,,,,,,,6.5027 ,9.3558 ,,-18.4304 ,1.4389 ,,,3.1899 ,4.1222 ,4.1023 ,2.3774 ,,"2,845.2367 ","10,382.9022 ","15,050.6570 ",0.2748 ,0.2631 ,2.1410 ,1.6311 ,74.7942 ,119.1901 ,0.1172 ,1.0786 ,1.3903 ,1.6928 ,3.6850 ,"1,083.2373 ","2,116.8254 ","8,969.2177 ","44,656.8515 ",203.0421 ,,2.1997 ,12.7417 ,,0.9027 ,1.4019 ,2.4628 ,-38.8166 ,4.5172 ,1.5779 ,-16.8237 ,14.2748 ,93.2276 ,109.7031 ,80.8209 ,"2,330.9865 ",,"1,690.0000 ",,116.8394 ,102.9116 ,,"2,060.8315 ",,,,"1,337.5194 ","5,114.1859 ","4,961.1095 ","4,437.9513 ","3,322.6549 ",,"1,375.5053 ",795.4143 ,783.2563 ,,,,,,"2,418.7060 ","1,525.0259 ","2,645.0852 ","1,570.3148 ",100.8068 ,100.8068 ,100.2617 ,101.8962 ,100.3913 ,99.5593 ,101.5988 ,100.0707 ,100.1543 ,99.9675 ,100.0905 ,99.2585 ,101.2015 ,98.5622 ,104.5808 ,99.6557 ,100.1755 ,100.3010 ,100.2438 ,100.0970 ,102.0383 ,102.3978 ,98.8265 ,100.0000 ,100.6325 ,100.2625 ,100.0000 ,99.5362 ,99.7598 ,100.3575 ,97.2513 ,105.7480 ,100.6753 ,101.2542 ,99.4612 ,,,,,,,,,,,,,,"1,005.6293 ",,,,,,,,,,,
2011Q3,9.40 ,,,,,,,,,,6.4180 ,9.0778 ,,-22.2784 ,1.4130 ,,,3.6172 ,4.4441 ,4.4032 ,2.4698 ,,"2,607.4383 ","11,560.7649 ","15,835.5348 ",0.2331 ,0.2983 ,1.8036 ,1.6102 ,75.2621 ,125.3875 ,0.1057 ,0.7258 ,1.4204 ,1.7684 ,3.5883 ,"1,084.6188 ","1,930.8760 ","8,589.4760 ","42,323.0151 ",204.9007 ,,2.0559 ,12.4227 ,,0.7041 ,0.7828 ,1.7339 ,-69.6116 ,-45.9674 ,24.0427 ,-47.8673 ,-8.0635 ,82.6072 ,101.5693 ,64.7646 ,"2,241.2219 ",,"1,690.0000 ",,111.8299 ,89.7447 ,,"1,871.0968 ",,,,"1,573.7054 ","5,105.6197 ","4,861.4086 ","4,429.7129 ","3,417.9269 ",,"1,531.6591 ",707.1871 ,677.3427 ,,,,,,"2,395.2380 ","1,509.1856 ","2,644.8507 ","1,528.7676 ",101.7538 ,101.7538 ,100.0058 ,104.1430 ,100.2778 ,100.3777 ,101.1830 ,100.1008 ,99.9738 ,99.9953 ,101.9162 ,99.7583 ,102.2918 ,98.5767 ,100.4630 ,99.8618 ,101.2845 ,100.3717 ,101.1890 ,99.4705 ,102.5098 ,105.4302 ,100.8580 ,100.0000 ,100.0000 ,101.6815 ,100.0000 ,101.1117 ,99.9793 ,101.4632 ,101.2445 ,105.8007 ,101.7050 ,102.5897 ,97.8913 ,,,,,,,,,,,,,,986.9110 ,,,,,,,,,,,
2011Q4,8.80 ,,,,,,,,,,6.3413 ,8.5586 ,,-22.6609 ,1.3474 ,,,3.4127 ,3.9298 ,3.8759 ,2.6389 ,,"2,365.9919 ","9,376.8423 ","14,827.8516 ",0.2512 ,0.4798 ,1.7067 ,1.5720 ,78.2526 ,129.0274 ,0.1070 ,0.8062 ,1.9701 ,1.7163 ,3.4113 ,"1,144.9824 ","1,848.2164 ","8,476.0685 ","39,409.9498 ",210.3332 ,,1.8327 ,12.6522 ,8.6408 ,0.3391 ,0.2377 ,1.4025 ,37.3367 ,-37.6332 ,-13.5084 ,6.4774 ,2.0813 ,81.0784 ,79.7346 ,81.8880 ,"1,988.8520 ",,"1,690.0000 ",,108.1301 ,93.8473 ,,"1,815.2151 ",,,,"1,417.6573 ","4,566.8170 ","4,380.2581 ","3,973.2576 ","3,013.9842 ",,"1,907.5922 ",807.7051 ,737.7758 ,,,,,130.5205 ,"2,065.6811 ","1,337.0130 ","2,342.1785 ","1,322.5258 ",102.2500 ,102.2500 ,100.0000 ,106.2218 ,100.1683 ,99.8915 ,101.6450 ,100.6300 ,105.8812 ,100.0000 ,103.5982 ,99.6450 ,102.5180 ,101.8837 ,100.0105 ,99.9933 ,100.2025 ,100.0007 ,101.4863 ,99.6548 ,103.2085 ,102.2640 ,100.7493 ,100.0000 ,100.4258 ,100.7145 ,100.0000 ,101.4278 ,100.3110 ,101.8235 ,99.4665 ,108.7392 ,100.0208 ,104.0785 ,98.5015 ,,,,,,,,,,,,,,931.1658 ,,,,,,,,,,,
2012Q1,8.10 ,,,,,,,,,,6.3070 ,8.2743 ,,-20.7008 ,1.3119 ,,,3.3609 ,4.0419 ,4.0601 ,2.9322 ,,"2,337.1002 ","15,488.2573 ","21,570.4236 ",0.2053 ,0.5147 ,1.9125 ,1.5717 ,79.5830 ,125.7023 ,0.1091 ,0.7971 ,0.8525 ,1.3409 ,3.4522 ,"1,130.8656 ","1,973.7664 ","9,278.9219 ","36,393.1240 ",212.3836 ,,2.4172 ,12.2303 ,8.8362 ,0.0979 ,0.1074 ,1.4270 ,57.8856 ,13.4917 ,11.0938 ,29.6004 ,11.4280 ,85.7611 ,76.1200 ,93.8728 ,"2,057.1889 ",,"1,690.0000 ",,118.1719 ,102.9676 ,"6,561.4962 ","1,720.3495 ","9,770.7258 ","6,252.3041 ",,"1,350.0000 ","4,413.5394 ","4,357.2478 ","3,804.0027 ","2,863.2343 ",,872.2437 ,810.1853 ,685.3825 ,,,,,125.2099 ,"2,181.4144 ","1,393.2886 ","2,422.9161 ","1,419.3467 ",102.5811 ,102.5811 ,100.0000 ,106.0561 ,100.8425 ,99.9431 ,100.9706 ,100.7925 ,102.9633 ,100.0000 ,103.6667 ,101.1303 ,102.4503 ,101.3233 ,103.7125 ,100.0000 ,100.3508 ,100.0000 ,101.4156 ,100.0000 ,103.1500 ,104.2536 ,100.1294 ,100.3722 ,100.0000 ,99.7106 ,100.0000 ,100.7903 ,102.6192 ,100.7061 ,99.2961 ,112.4733 ,100.0000 ,104.2731 ,100.6539 ,,,,,,,,,,,,,,965.7364 ,,,,,,,,,,,
2012Q2,7.70 ,,,,,,,,,,6.3055 ,8.0998 ,6.3301 ,-19.9181 ,1.2841 ,,,2.6854 ,3.3421 ,3.3340 ,2.8158 ,,"2,341.6018 ","15,264.2219 ","28,670.2108 ",0.1571 ,0.4665 ,1.8655 ,1.5828 ,80.8371 ,125.6798 ,0.1089 ,0.7177 ,1.0968 ,0.9841 ,3.3909 ,"1,152.2885 ","1,911.1858 ","9,182.8271 ","29,748.8600 ",210.4042 ,,2.5371 ,9.5636 ,8.3045 ,0.0719 ,0.0442 ,1.4253 ,-24.3520 ,-32.5518 ,-46.2581 ,-23.7282 ,-16.4094 ,85.0522 ,80.1959 ,85.4248 ,"1,905.5025 ",,"1,643.1398 ",,109.0473 ,93.6689 ,"6,022.3297 ","1,736.6667 ","10,054.0573 ","6,235.0000 ",,"1,292.2903 ","4,358.4979 ","4,320.7339 ","3,752.2999 ","2,811.5373 ",,"1,017.0419 ",740.4072 ,610.6147 ,,,,,116.0855 ,"2,077.5577 ","1,353.1202 ","2,330.3015 ","1,328.3201 ",102.6010 ,102.6010 ,100.2708 ,106.1412 ,100.4032 ,100.1687 ,101.0930 ,101.3405 ,100.5912 ,100.0000 ,103.7533 ,100.2923 ,102.6250 ,100.6005 ,106.2120 ,100.0000 ,99.7753 ,100.0000 ,101.6553 ,100.0000 ,103.2940 ,101.2965 ,100.9677 ,99.7850 ,100.0000 ,101.2188 ,100.0000 ,99.9237 ,100.7618 ,100.9333 ,100.3038 ,113.0375 ,100.1900 ,104.1437 ,101.3177 ,,,,,,,,,,,,,,"1,280.7572 ",,,,,,,,,,,
2012Q3,7.50 ,,,,,,,,,,6.3344 ,7.9220 ,6.3562 ,-21.3896 ,1.2516 ,,,2.7962 ,3.5434 ,3.5033 ,2.8134 ,,"2,120.6985 ","14,980.4505 ","21,081.7401 ",0.2050 ,0.4251 ,1.9085 ,1.5800 ,81.7258 ,128.5520 ,0.1097 ,0.7298 ,0.9284 ,0.6283 ,2.8911 ,"1,133.0258 ","1,902.0669 ","8,695.4083 ","22,698.6251 ",216.3846 ,0.2573 ,2.0527 ,8.8586 ,8.2148 ,-0.0128 ,-0.0558 ,1.3276 ,-22.2070 ,-49.8761 ,-31.8611 ,-29.9244 ,-16.6254 ,74.8696 ,77.0207 ,72.3135 ,"1,544.1937 ",,"1,412.3656 ",,108.8004 ,92.2654 ,"6,128.4229 ","1,737.7778 ","9,462.3681 ","5,655.2688 ",,"1,170.3229 ","3,863.3509 ","3,795.3763 ","3,276.6323 ","2,492.6627 ",,843.8658 ,631.5613 ,582.8513 ,,,,,102.9129 ,"1,987.6738 ","1,321.3225 ","2,242.2172 ","1,275.6130 ",102.2865 ,102.2865 ,100.0840 ,106.1020 ,100.5893 ,100.0000 ,100.5845 ,102.4548 ,100.6220 ,100.0000 ,104.0253 ,100.0000 ,104.5955 ,100.0000 ,100.1195 ,100.0000 ,101.9980 ,100.0000 ,102.1247 ,100.0000 ,102.5370 ,100.0000 ,100.4695 ,99.9980 ,100.0000 ,100.4080 ,100.0000 ,100.6400 ,100.2263 ,104.2225 ,100.3120 ,112.3210 ,100.0222 ,104.0545 ,100.7035 ,,,,,,,,,,,,,,"1,264.8015 ",,,,,,,,,,,
2012Q4,8.10 ,,,,,,,,,,6.3023 ,8.1728 ,6.2401 ,-18.7611 ,1.2971 ,21.6299 ,,2.5880 ,3.3257 ,3.2623 ,3.4396 ,,"2,088.0113 ","12,484.6578 ","16,212.5892 ",0.1515 ,0.3173 ,2.1058 ,1.6055 ,80.0706 ,122.4621 ,0.1053 ,0.6623 ,0.6368 ,0.3666 ,2.8085 ,"1,090.1288 ","1,941.6272 ","7,116.5185 ","27,976.5864 ",218.6926 ,0.2698 ,0.9604 ,8.8588 ,8.1518 ,-0.0334 ,-0.0323 ,1.3167 ,47.5437 ,-12.1148 ,4.8981 ,14.3011 ,-6.4441 ,78.7261 ,86.4879 ,70.5395 ,"1,589.0052 ",,"1,267.4028 ",,109.6595 ,88.3597 ,"6,637.8806 ","1,598.8172 ","9,911.2222 ","5,611.8716 ",,"1,173.1848 ","3,877.2188 ","3,910.4819 ","3,303.9113 ","2,472.1555 ",,932.6652 ,700.1411 ,693.2984 ,,,,,108.3608 ,"2,070.5533 ","1,338.1256 ","2,258.2916 ","1,376.3367 ",102.1515 ,102.1515 ,100.0000 ,103.3400 ,100.1682 ,100.0000 ,101.8587 ,102.5273 ,100.7735 ,100.0000 ,104.2758 ,100.0000 ,103.2977 ,99.9225 ,99.7278 ,100.0000 ,101.5105 ,100.0000 ,100.9472 ,100.0000 ,102.9202 ,104.7043 ,100.6590 ,100.0000 ,100.0000 ,104.5198 ,100.0000 ,101.1135 ,100.1303 ,102.2835 ,99.6805 ,108.3857 ,100.0000 ,102.6620 ,100.2457 ,,,,,,,,,,,,,,"1,144.3425 ",,,,,,,,,,,
2013Q1,7.90 ,,,,,,,,,,6.2790 ,8.2886 ,6.2122 ,-7.6375 ,1.3200 ,20.8067 ,16.1602 ,2.3984 ,3.3056 ,3.2345 ,2.7221 ,,"2,331.0713 ","13,812.6167 ","13,511.7446 ",0.1223 ,0.2918 ,2.2200 ,1.5512 ,81.0181 ,107.3056 ,0.0818 ,0.5864 ,0.4733 ,0.3450 ,2.6853 ,"1,085.4847 ","1,985.5556 ","7,773.5768 ","30,166.3874 ",219.4388 ,0.2627 ,0.5742 ,7.8430 ,8.0295 ,0.0051 ,0.0404 ,1.4123 ,6.6011 ,42.3763 ,20.6109 ,9.8928 ,-7.6970 ,82.6348 ,89.1288 ,80.6596 ,"1,829.1340 ",,"1,319.1398 ",179.6772 ,112.4171 ,94.6574 ,"6,140.2266 ","1,665.0384 ","9,646.2366 ","5,539.2473 ",,"1,318.0741 ","3,890.5097 ","4,123.5600 ","3,391.3049 ","2,516.4731 ",,796.8726 ,659.4496 ,703.0726 ,,,,,104.6016 ,"2,141.2252 ","1,363.4640 ","2,277.8893 ","1,458.2400 ",101.2092 ,101.2092 ,100.6333 ,102.5940 ,100.3940 ,100.0000 ,101.7998 ,102.8442 ,100.9838 ,100.0000 ,103.4377 ,100.0000 ,100.9330 ,100.0000 ,100.9387 ,100.0000 ,100.2988 ,100.0000 ,101.6305 ,100.0000 ,101.8793 ,104.4427 ,100.6433 ,100.0000 ,100.0000 ,101.1830 ,100.0000 ,101.5578 ,100.0538 ,102.2837 ,100.0415 ,100.7232 ,100.0000 ,101.7425 ,100.1822 ,,,,,,,,,,,,,,"1,126.4559 ",,,,,,,,,,,
2013Q2,7.60 ,,,,,,,,,,6.2046 ,8.1050 ,6.1542 ,-1.1799 ,1.3064 ,20.2778 ,15.2097 ,3.9332 ,4.6265 ,4.5382 ,4.7620 ,,"2,199.3634 ","16,315.8265 ","17,192.3039 ",0.1283 ,0.2751 ,1.9560 ,1.5360 ,82.5637 ,100.7515 ,0.0965 ,0.6093 ,0.3506 ,0.3149 ,2.6684 ,"1,122.7820 ","1,932.7355 ","7,746.0412 ","35,301.0719 ",222.6054 ,0.2631 ,1.2352 ,6.5210 ,7.5205 ,0.0127 ,0.0162 ,1.3935 ,-9.3058 ,-44.8141 ,-29.1053 ,-18.1549 ,-42.7632 ,86.6031 ,89.2001 ,84.8520 ,"1,514.1297 ","1,119.4537 ","1,197.6165 ",155.0309 ,103.2134 ,94.1635 ,"5,741.7993 ","1,773.1183 ","9,233.3756 ","5,353.0466 ",,"1,197.6297 ","3,620.8816 ","3,739.3002 ","3,099.9385 ","2,353.7832 ",,890.4816 ,620.4830 ,602.3895 ,,,,,99.5913 ,"1,871.2035 ","1,233.9557 ","2,090.8795 ","1,261.6969 ",101.0588 ,101.0588 ,101.3897 ,101.3095 ,100.4697 ,100.0000 ,101.3805 ,102.8600 ,100.4573 ,100.0000 ,103.3342 ,100.0000 ,102.3407 ,100.0000 ,97.7833 ,100.0000 ,99.6550 ,100.0000 ,100.6815 ,100.0000 ,103.5453 ,100.0117 ,100.7577 ,100.4922 ,102.2397 ,101.9705 ,100.0000 ,100.6003 ,100.7242 ,103.4707 ,100.0000 ,100.3855 ,100.0000 ,100.9890 ,99.8185 ,,,,,,,,,,,,,,"1,065.3847 ",,,,,,,,,,,
