指标名称,中国:GDP:不变价:当季同比,中国:iCPI:总指数:日环比,中国:iCPI:食品烟酒:日环比,中国:iCPI:衣着:日环比,中国:iCPI:居住:日环比,中国:iCPI:生活用品及服务:日环比,中国:iCPI:交通和通信:日环比,中国:iCPI:教育文化和娱乐:日环比,中国:iCPI:医疗保健:日环比,中国:iCPI:其他用品和服务:日环比,中国:中间价:美元兑人民币,中间价:欧元兑人民币,USDCNH:即期汇率,美元兑日元,欧元兑美元,温州指数:温州地区民间融资综合利率,温州指数:温州地区民间融资综合利率:社会直接融资利率,中国:SHIBOR:隔夜,银行间同业拆借加权利率:7天,银行间质押式回购加权利率:7天,GC001:收盘价,1年期国债收益率,上证综合指数,中国:互联网搜索指数:找工作,中国:互联网搜索指数:招聘,中国香港:政府债券收益率:3月,LIBOR:美元:3个月,美国:5年期盈亏平衡通胀率:非季调,英镑兑美元,美元指数,日元指数,日本:国债收益率:6月,日本:企业债有效收益率:综合,欧元区:公债收益率:即期利率收益率曲线:所有债券:6个月,EURIBOR:6个月,韩国:国债收益率:3年,收盘价:美元兑韩元,韩国:KOSPI指数,印尼:日用商品现价:天然棕榈油:棉兰,印尼:日用商品现价:咖啡:棉兰,泰国:债券市场协会指数:总收益:政府债券指数,新加坡:国库券收益率:6个月,菲律宾:国债收益率:6个月,越南:国债收益率:1年,印度:国债收益率:3月,法国:国债收益率:1个月,德国:上市联邦证券利率期限结构:1年期,加拿大:基准债券收益率:5年,花旗美国经济意外指数,花旗欧洲经济意外指数,花旗中国经济意外指数,花旗十国集团经济意外指数,花旗新兴市场经济意外指数,地缘政治风险指数,地缘政治行为指数,地缘政治威胁指数,收盘价:焦炭,期货收盘价(活跃合约):焦煤,"河南:车板价:焦煤(A≤10%,V:25-27%,S≤0.5%,G>75,Mt:8%,平顶山产)","中国:现货价(到岸价):焦煤(峰景矿,A:10.5%,V:21.5%,S:0.61%,G:87,Y:19,Mt:10%,CSR74,澳大利亚产)",期货结算价(活跃合约):IPE布油,期货结算价(活跃合约):NYMEX轻质原油,出厂价:液化气(汽运):荆门石化,中国:出厂价:石油焦(2#B):武汉石化,中国:经销价:汽油(93#IV):成都中石化,山东:库提价:港口内贸燃料油(4#船用),运价:液化气(压力货):华南-海防港,黎城:价格(干基含税):铁精粉(66%),"中国:价格:螺纹钢(HRB400,20mm)","武汉:价格:热轧板卷(Q235B,3.0mm)",山东:价格:方坯(Q235),唐山:市场价(不含税):废钢(6-8mm),中国进口干散货运价指数:综合指数,波罗的海干散货指数(BDI),原油运输指数(BDTI),成品油运输指数(BCTI),中国进口干散货运价指数:综合指数,中国进口原油运价指数:综合指数,远东干散货指数(FDI):综合指数,远东干散货指数(FDI):运价指数,中国:水泥价格指数,南华工业品指数,南华综合指数,南华金属指数,南华能化指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:网上价格指数,义乌中国小商品指数:订单价格指数,义乌中国小商品指数:玩具类:价格指数,义乌中国小商品指数:玩具类:出口价格指数,义乌中国小商品指数:文化办公用品类:价格指数,义乌中国小商品指数:文化办公用品类:出口价格指数,义乌中国小商品指数:工艺品类:价格指数,义乌中国小商品指数:工艺品类:出口价格指数,义乌中国小商品指数:首饰类:价格指数,义乌中国小商品指数:首饰类:出口价格指数,义乌中国小商品指数:五金及电料类:价格指数,义乌中国小商品指数:五金及电料类:出口价格指数,义乌中国小商品指数:电子电器类:价格指数,义乌中国小商品指数:电子电器类:出口价格指数,义乌中国小商品指数:钟表眼镜类:价格指数,义乌中国小商品指数:钟表眼镜类:出口价格指数,义乌中国小商品指数:体育娱乐用品类:价格指数,义乌中国小商品指数:体育娱乐用品类:出口价格指数,义乌中国小商品指数:服装服饰类:价格指数,义乌中国小商品指数:服装服饰类:出口价格指数,义乌中国小商品指数:鞋类:价格指数,义乌中国小商品指数:鞋类:出口价格指数,义乌中国小商品指数:针、纺织品类:出口价格指数,义乌中国小商品指数:箱包类:价格指数,义乌中国小商品指数:箱包类:出口价格指数,义乌中国小商品指数:护理及美容用品类:价格指数,义乌中国小商品指数:护理及美容用品类:出口价格指数,义乌中国小商品指数:日用品类:价格指数,义乌中国小商品指数:日用品类:出口价格指数,义乌中国小商品指数:辅料和包装类:价格指数,义乌中国小商品指数:辅料和包装类:出口价格指数,义乌中国小商品指数:总价格指数,义乌中国小商品指数:出口价格指数,中国:开工率:产能(<100万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:聚氯乙烯:上游,中国:华北:开工率:聚氯乙烯:下游,中国:华南:开工率:聚氯乙烯:下游,中国:开工率:聚氯乙烯,中国:华东:开工率:聚氯乙烯:下游,中国:开工率:螺纹钢:主要钢厂,中国:开工率:线材:主要钢厂,中国:开工率:电炉,中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国出口集装箱运价指数:综合指数,中国:开工率:汽车轮胎(半钢胎),中国:开工率:汽车轮胎(全钢胎),中国:开工率:乙二醇(非乙烯法),中国:开工率:甲醇,中国:开工率:苯乙烯,中国:开工率:纯碱,中国:开工率:聚苯乙烯,中国:开工率:聚苯乙烯泡沫,中国:开工率:石油沥青装置,中国:开工率:尿素,中国进口集装箱运价指数:综合指数
2006Q1,12.50 ,,,,,,,,,,8.0505 ,9.6868 ,,16.9161 ,1.2027 ,,,,1.7840 ,1.5212 ,,,"1,263.8708 ",,,3.6581 ,4.7595 ,2.5443 ,1.7526 ,89.8208 ,94.3608 ,0.0527 ,1.0221 ,2.5886 ,2.7482 ,4.9361 ,975.9216 ,"1,347.3972 ","3,800.5321 ","20,946.4789 ",148.1624 ,,6.6507 ,,,2.3801 ,2.8144 ,4.0303 ,-20.1597 ,65.7594 ,-6.4945 ,4.5833 ,1.7991 ,94.0385 ,99.3857 ,88.7351 ,,,,,62.7797 ,63.8905 ,,,,,,778.7312 ,,"3,578.2859 ",,,,"2,436.1363 ","1,394.4255 ","1,219.8506 ",,,,,,"1,800.2695 ","1,220.1835 ","2,084.3065 ","1,352.0961 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,031.2877 ",,,,,,,,,,,
2006Q2,13.70 ,,,,,,,,,,8.0126 ,10.0654 ,,14.4090 ,1.2571 ,,,,1.9942 ,1.7826 ,,,"1,522.4806 ",,,3.8430 ,5.1544 ,2.6512 ,1.8275 ,86.3567 ,95.1008 ,0.2498 ,1.3804 ,2.8639 ,3.0547 ,4.8675 ,949.6426 ,"1,352.2965 ","3,745.3163 ","19,368.3168 ",148.3034 ,,7.0410 ,,,2.6195 ,3.1683 ,4.2844 ,30.5320 ,74.2073 ,78.3704 ,36.0895 ,30.8610 ,92.0131 ,95.9809 ,86.7590 ,,,,,70.2649 ,70.9760 ,,,,,,725.0742 ,,"4,526.1376 ",,,,"2,537.5563 ","1,149.4536 ","1,031.9838 ",,,,,,"2,264.3801 ","1,324.1368 ","2,703.5558 ","1,533.4403 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.3272 ,,,,,,,,,,,
2006Q3,12.20 ,,,,,,,,,,7.9673 ,10.1550 ,,16.2353 ,1.2745 ,,,,2.4537 ,2.3032 ,2.1364 ,,"1,663.3520 ",,,3.7117 ,5.4322 ,2.4801 ,1.8749 ,85.4898 ,93.2763 ,0.3967 ,1.3963 ,3.2016 ,3.4079 ,4.7848 ,955.0461 ,"1,316.0491 ","4,400.9895 ","18,765.8343 ",151.6875 ,,7.1348 ,,,2.9256 ,3.4792 ,4.1420 ,-3.6603 ,-7.3332 ,91.1881 ,1.0887 ,38.5374 ,132.8504 ,141.0999 ,128.7780 ,,,,,70.7905 ,70.9902 ,,,,,,722.2258 ,,"4,171.0753 ",,,,"3,593.8144 ","1,387.9819 ","1,221.6583 ",,,,,,"2,161.5962 ","1,261.4137 ","2,720.3410 ","1,468.6710 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,009.0757 ",,,,,,,,,,,
2006Q4,12.50 ,,,,,,,,,,7.7802 ,10.0280 ,,16.5273 ,1.2759 ,,,2.2732 ,2.7057 ,2.5469 ,2.4169 ,,"1,988.9726 ",,,3.5422 ,5.3110 ,2.2004 ,1.8960 ,83.9793 ,90.1378 ,0.4560 ,1.3258 ,3.4821 ,3.6811 ,4.6675 ,928.4667 ,"1,377.6096 ","4,823.5443 ","20,295.5116 ",156.6084 ,,5.9932 ,,,3.2583 ,3.6647 ,3.8912 ,-37.7977 ,23.1370 ,-12.4513 ,-13.0941 ,7.3627 ,97.3485 ,88.0642 ,102.5179 ,,,,,61.2666 ,59.9990 ,,,,,,720.0000 ,,"4,118.0430 ",,,,"4,190.6312 ","1,213.3293 ",985.1767 ,,,,,,"2,014.3272 ","1,243.4277 ","2,750.3580 ","1,218.0046 ",100.8877 ,100.8877 ,99.8858 ,100.0035 ,99.9952 ,99.7535 ,99.6137 ,96.3943 ,99.6520 ,99.0318 ,99.5302 ,99.8593 ,102.3068 ,104.5022 ,101.0230 ,100.2970 ,98.8832 ,99.4355 ,100.3565 ,99.3612 ,101.4365 ,100.2007 ,100.1932 ,100.0000 ,100.0000 ,99.7228 ,98.1552 ,99.1823 ,101.7913 ,100.3940 ,100.5838 ,99.4215 ,99.9980 ,100.5300 ,101.3808 ,,,,,,,,,,,,,,"1,054.9105 ",,,,,,,,,,,
2007Q1,13.80 ,,,,,,,,,,7.7611 ,10.1682 ,,19.4234 ,1.3102 ,,,1.7336 ,2.2411 ,2.0154 ,2.3568 ,,"2,885.4199 ",,,3.7086 ,5.3555 ,2.3626 ,1.9544 ,84.2508 ,89.0826 ,0.5413 ,1.3197 ,3.7195 ,3.9433 ,4.8903 ,939.2261 ,"1,415.1528 ","5,475.5554 ","20,877.9711 ",161.9100 ,,4.6160 ,,,3.5880 ,3.9405 ,4.0081 ,35.4568 ,29.7636 ,-1.1202 ,30.8137 ,7.3403 ,92.8652 ,89.5212 ,92.9085 ,,,,,58.7676 ,58.5546 ,,,,,,765.7204 ,,"4,495.1306 ",,"2,105.1505 ",,"4,660.0256 ","1,187.9643 ","1,029.4689 ",,,,,,"1,981.9604 ","1,236.6296 ","2,495.2329 ","1,257.7143 ",100.4119 ,100.4119 ,100.2572 ,100.9653 ,99.8928 ,100.0553 ,99.6964 ,96.6261 ,99.8019 ,99.3397 ,99.6997 ,100.3767 ,103.4556 ,104.9900 ,99.4328 ,101.9236 ,97.8833 ,99.7781 ,100.3133 ,98.6375 ,102.5647 ,100.0792 ,99.4575 ,100.0000 ,100.0000 ,104.3361 ,101.1383 ,100.3533 ,99.7031 ,99.8750 ,100.9036 ,98.9150 ,95.8900 ,100.6581 ,101.9636 ,,,,,,,,,,,,,,"1,024.9753 ",,,,,,,,,,,
2007Q2,15.00 ,,,,,,,,,,7.6784 ,10.3497 ,,20.8137 ,1.3482 ,,,2.0668 ,2.7509 ,2.7021 ,2.0835 ,,"3,861.6083 ",,,3.7668 ,5.3581 ,2.4095 ,1.9856 ,82.2515 ,86.7205 ,0.5685 ,1.4195 ,3.9613 ,4.1907 ,5.0930 ,928.9096 ,"1,627.8477 ","6,944.3515 ","19,681.5582 ",169.4814 ,,4.9053 ,,,3.8474 ,4.2272 ,4.3451 ,3.6442 ,86.9449 ,95.9630 ,30.3215 ,19.6846 ,88.7068 ,98.4522 ,79.6449 ,,,,,68.7635 ,65.4683 ,,,,,,850.8889 ,,"4,633.7527 ","3,225.3184 ","2,160.5556 ",,"5,972.7563 ","1,137.5565 ","1,066.6674 ",,,,,,"2,143.2623 ","1,279.6844 ","2,858.0979 ","1,318.9507 ",100.6568 ,100.6568 ,99.9940 ,100.6750 ,99.7555 ,99.9320 ,100.0190 ,98.0298 ,99.9833 ,99.9935 ,99.9665 ,100.6308 ,102.0290 ,101.8590 ,100.1802 ,100.4068 ,98.4855 ,99.0275 ,99.9125 ,99.3408 ,102.2032 ,99.0658 ,99.5245 ,100.0000 ,100.0000 ,101.9502 ,100.1910 ,100.3365 ,98.6068 ,99.8557 ,100.1303 ,99.5267 ,82.1787 ,100.6905 ,101.5438 ,,,,,,,,,,,,,,"1,019.3920 ",,,,,,,,,,,
2007Q3,14.30 ,,,,,,,,,,7.5610 ,10.3888 ,,17.7326 ,1.3753 ,,,2.2967 ,3.2243 ,3.0689 ,2.7730 ,,"4,744.8793 ",,,3.7937 ,5.4444 ,2.1291 ,2.0214 ,80.3766 ,88.0666 ,0.6487 ,1.4693 ,4.0118 ,4.5672 ,5.3418 ,927.5725 ,"1,870.1605 ","7,890.0047 ","21,281.4047 ",166.6945 ,,5.2162 ,7.0152 ,,3.9575 ,4.2267 ,4.4246 ,44.4389 ,-26.5816 ,104.7842 ,10.4173 ,37.8400 ,96.6077 ,107.5592 ,90.6001 ,,,,,74.5973 ,75.0937 ,,,,,,"1,007.2219 ",,"4,533.8208 ","3,477.2986 ","2,261.2731 ",,"7,454.0394 ",916.4789 ,851.1484 ,,,,,,"2,093.7158 ","1,279.5350 ","2,798.5401 ","1,262.4906 ",100.7917 ,100.7917 ,99.6798 ,101.0383 ,99.7472 ,99.9923 ,99.6585 ,99.5703 ,99.9147 ,100.0065 ,100.2340 ,100.0035 ,101.6973 ,100.2298 ,99.9272 ,99.2348 ,98.5213 ,98.0597 ,99.7317 ,99.4527 ,102.3010 ,99.9253 ,99.7368 ,100.0000 ,100.1180 ,100.5268 ,99.4225 ,99.1642 ,97.8618 ,101.3465 ,98.1527 ,99.7562 ,81.9635 ,100.9038 ,100.7263 ,,,,,,,,,,,,,,"1,090.8020 ",,,,,,,,,,,
2007Q4,13.90 ,,,,,,,,,,7.4304 ,10.7615 ,,13.0629 ,1.4485 ,,,2.1961 ,3.3741 ,3.0617 ,1.9241 ,,"5,373.4934 ",,,1.4679 ,5.0214 ,2.2447 ,2.0435 ,76.7541 ,89.7297 ,0.5874 ,1.3725 ,3.8962 ,4.6987 ,5.6063 ,921.2747 ,"1,942.6820 ","7,990.0783 ","22,283.6360 ",165.5596 ,,4.9774 ,7.5872 ,,3.8719 ,4.0410 ,4.0465 ,-21.9467 ,-4.6707 ,36.0634 ,-10.6309 ,10.6098 ,94.9067 ,87.1432 ,98.8405 ,,,,,88.7114 ,90.6712 ,,,,,,"1,322.8050 ",,"4,705.2796 ","3,976.0548 ","2,598.3523 ",,"10,225.4763 ","1,328.7268 ",958.9821 ,,,,,,"2,119.7648 ","1,350.7824 ","2,608.1192 ","1,383.4071 ",101.1107 ,101.1107 ,101.4960 ,104.1493 ,99.9000 ,99.9873 ,99.7293 ,99.7343 ,99.8100 ,99.6365 ,100.3870 ,100.0142 ,101.8967 ,100.9842 ,99.5087 ,100.5540 ,99.6595 ,98.2350 ,99.8967 ,99.9483 ,105.0242 ,100.0138 ,99.6730 ,99.8718 ,100.0000 ,99.7977 ,99.5200 ,99.3872 ,100.4213 ,102.4490 ,99.6787 ,96.9952 ,100.5603 ,101.9147 ,103.9987 ,,,,,,,,,,,,,,"1,156.2150 ",,,,,,,,,,,
2008Q1,11.50 ,,,,,,,,,,7.1662 ,10.7352 ,,5.2877 ,1.4980 ,,,2.1283 ,3.0319 ,2.8010 ,2.0330 ,,"4,505.7065 ",,,1.3557 ,3.2774 ,2.1436 ,1.9767 ,74.7814 ,94.6169 ,0.5383 ,1.2924 ,3.7419 ,4.4838 ,5.2244 ,955.9731 ,"1,692.3368 ","9,690.0976 ","25,519.4592 ",172.9944 ,,5.2304 ,7.6266 ,,3.9454 ,3.6443 ,3.3091 ,-40.1562 ,35.0922 ,26.5738 ,-2.9296 ,22.7021 ,79.9235 ,84.5440 ,73.5557 ,,,,,96.1926 ,97.5126 ,,,,,,"1,443.2339 ",,"5,413.2143 ","4,522.3932 ","3,189.9528 ",,"7,351.8199 ","1,279.0800 ",943.6034 ,,,,,,"2,198.8919 ","1,410.0984 ","2,774.4617 ","1,407.9203 ",101.4512 ,101.4512 ,100.9987 ,102.3058 ,99.5100 ,100.1563 ,102.6988 ,100.9942 ,99.8023 ,99.8313 ,100.4243 ,99.9998 ,101.3160 ,100.4600 ,99.6845 ,100.8852 ,100.2578 ,98.9522 ,100.0787 ,100.4088 ,102.8900 ,99.9555 ,99.8717 ,99.7453 ,97.8843 ,99.4342 ,98.2953 ,99.6910 ,100.7085 ,102.1862 ,98.9768 ,98.8735 ,100.6420 ,101.6838 ,101.0497 ,,,,,,,,,,,,,,"1,166.7970 ",,,,,,,,,,,
2008Q2,10.90 ,,,,,,,,,,6.9597 ,10.8725 ,,4.4986 ,1.5634 ,,,2.5310 ,3.3256 ,3.2427 ,2.0232 ,,"3,330.2562 ",,,0.9653 ,2.7514 ,2.3652 ,1.9720 ,72.7027 ,93.8025 ,0.5786 ,1.5941 ,4.0381 ,4.9239 ,5.3024 ,"1,017.5009 ","1,795.0459 ","9,427.2159 ","24,909.4392 ",168.7983 ,,6.4377 ,12.8550 ,,4.0341 ,4.1729 ,3.2380 ,-37.1262 ,-16.4547 ,57.2579 ,-17.3228 ,30.9358 ,77.6308 ,75.5427 ,76.7084 ,,,,,122.8647 ,123.8629 ,,,,,,"1,703.9222 ",,"5,949.4050 ","5,338.1742 ","3,638.3570 ",,"9,757.0616 ","1,802.6724 ","1,235.9502 ",,,,,,"2,302.3758 ","1,400.8180 ","2,730.1738 ","1,562.5061 ",101.9653 ,101.9653 ,101.2425 ,101.9863 ,98.6708 ,99.0300 ,102.9317 ,101.4185 ,99.4237 ,96.4753 ,100.2628 ,100.0000 ,102.4548 ,101.0058 ,100.3003 ,96.5645 ,100.5733 ,97.1047 ,100.6647 ,100.5663 ,102.3287 ,99.5948 ,100.2538 ,100.0042 ,99.7758 ,100.1905 ,100.1240 ,101.9873 ,101.1338 ,104.1750 ,98.7417 ,100.9243 ,100.4368 ,101.9807 ,100.4790 ,,,,,,,,,,,,,,"1,126.1138 ",,,,,,,,,,,
2008Q3,9.50 ,,,,,,,,,,6.8398 ,10.2951 ,,7.5815 ,1.5044 ,,,2.6455 ,3.1851 ,3.1555 ,2.1792 ,,"2,494.6720 ",,,1.1103 ,2.8965 ,1.9561 ,1.8939 ,75.4878 ,92.2285 ,0.5800 ,1.5669 ,4.2266 ,5.1734 ,5.8531 ,"1,066.1953 ","1,519.6219 ","7,436.5834 ","25,403.7126 ",170.6995 ,,6.6667 ,19.5439 ,,4.2492 ,4.3157 ,3.1737 ,35.8893 ,-138.7677 ,70.2056 ,-20.7563 ,-3.9393 ,88.9494 ,95.7013 ,80.5205 ,,,"1,938.3620 ",,117.4923 ,118.5495 ,,,,,,"1,642.7014 ",,"5,805.1971 ","5,086.7710 ","3,828.1430 ",,"7,143.9790 ","1,700.7521 ","1,406.3912 ",,,,,,"2,270.6239 ","1,340.3527 ","2,515.6685 ","1,662.2865 ",103.4133 ,103.4133 ,100.4040 ,102.2540 ,97.8837 ,98.5212 ,105.3893 ,100.7648 ,99.9950 ,99.0600 ,100.4768 ,99.9677 ,105.7248 ,103.5935 ,101.0985 ,111.5002 ,103.3695 ,111.2225 ,99.9623 ,100.3917 ,104.1268 ,98.4565 ,99.6853 ,100.0000 ,100.4150 ,99.3582 ,100.3428 ,101.6168 ,101.9365 ,109.3322 ,99.5812 ,99.7573 ,98.7275 ,103.2658 ,100.2265 ,,,,,,,,,,,,,,"1,133.1430 ",,,,,,,,,,,
2008Q4,7.10 ,,,,,,,,,,6.8340 ,9.0265 ,,-3.8061 ,1.3183 ,,,1.9711 ,2.4802 ,2.4590 ,1.6912 ,,"1,937.9075 ",,,0.2074 ,2.7554 ,-0.5294 ,1.5716 ,84.1168 ,111.4315 ,0.4637 ,1.7864 ,2.4960 ,4.2919 ,4.6973 ,"1,358.2681 ","1,137.1953 ","5,266.5262 ","24,565.8347 ",185.8948 ,,6.7773 ,14.1889 ,,2.6328 ,2.2544 ,2.5109 ,-83.2358 ,-108.5807 ,-51.6946 ,-66.4696 ,-48.4016 ,79.2576 ,93.2129 ,69.6379 ,,,"1,569.8651 ",,58.1302 ,59.4398 ,,,,,,910.0293 ,,"3,919.0647 ","3,362.5712 ","2,258.1307 ",,"1,158.9382 ","1,233.7703 ","1,003.3032 ",,,,,,"1,404.5585 ",942.0719 ,"1,568.2940 ",992.8976 ,101.8942 ,101.8942 ,99.9417 ,101.7547 ,99.2680 ,98.8772 ,104.5455 ,101.2753 ,101.0333 ,96.3207 ,100.1382 ,100.7990 ,106.4415 ,101.7525 ,100.8660 ,109.7190 ,104.4627 ,113.8887 ,101.0663 ,100.0745 ,100.8102 ,99.6563 ,100.4345 ,99.9487 ,100.1313 ,100.4240 ,100.0518 ,100.9897 ,100.9338 ,107.7843 ,97.9278 ,99.3732 ,99.1193 ,101.9600 ,101.1570 ,,,,,,,,,,,,,,"1,054.5350 ",,,,,,,,,,,
2009Q1,6.40 ,,,,,,,,,,6.8359 ,8.9224 ,,-6.3670 ,1.3054 ,,,0.8362 ,0.9895 ,0.9534 ,1.1184 ,,"2,126.5910 ",,,0.2674 ,1.2437 ,0.3913 ,1.4373 ,85.6214 ,116.1352 ,0.2400 ,1.8094 ,1.1139 ,2.1226 ,3.6346 ,"1,416.8601 ","1,144.1493 ","6,266.2523 ","26,435.9484 ",190.8895 ,,5.0432 ,9.4526 ,,1.2038 ,1.1612 ,1.8470 ,-48.3026 ,-106.3285 ,-79.1478 ,-59.6407 ,-100.5173 ,75.1375 ,75.8379 ,74.0200 ,,,"1,250.0000 ",,46.2380 ,43.4090 ,,,,,,872.1694 ,"3,828.6055 ","4,022.7189 ","3,187.9345 ","2,460.9785 ",,"1,556.3280 ",650.5648 ,542.6589 ,,,,,,"1,435.4459 ",972.1690 ,"1,523.0214 ","1,072.3969 ",100.6513 ,100.6513 ,100.6168 ,99.5707 ,98.5045 ,98.8425 ,104.1962 ,103.5675 ,100.4402 ,99.4820 ,100.4157 ,100.1532 ,104.2065 ,101.8558 ,98.1730 ,99.3053 ,103.3707 ,110.9813 ,103.8195 ,100.7763 ,100.6892 ,94.9037 ,99.9343 ,99.5482 ,95.4133 ,100.0752 ,99.7037 ,101.4338 ,100.7317 ,98.2937 ,97.1985 ,97.1647 ,98.3135 ,100.0807 ,101.7273 ,,,,,,,,,,,,,,874.0873 ,,,,,,,,,,,
2009Q2,8.20 ,,,,,,,,,,6.8299 ,9.3010 ,,-2.5589 ,1.3626 ,,,0.8308 ,1.0178 ,0.9724 ,1.1949 ,,"2,636.9171 ",,,0.1831 ,0.8497 ,1.1079 ,1.5518 ,82.4700 ,108.3799 ,0.2050 ,1.8147 ,0.7968 ,1.5092 ,3.8966 ,"1,285.0630 ","1,372.9668 ","7,518.6013 ","26,010.0557 ",190.9187 ,,4.7230 ,8.5332 ,,0.7500 ,0.9764 ,2.2292 ,35.9061 ,11.0376 ,-11.2068 ,21.6966 ,-20.4903 ,86.1302 ,83.4786 ,86.4300 ,,,"1,171.0000 ",,60.0107 ,59.8712 ,,,,,,713.5889 ,"3,699.2794 ","3,662.8244 ","3,091.2541 ","2,367.3326 ",,"2,669.8007 ",524.5835 ,429.2376 ,,,,,,"1,767.3616 ","1,126.2527 ","1,941.4741 ","1,280.3096 ",100.0133 ,100.0133 ,101.8190 ,98.5977 ,99.8975 ,99.9040 ,103.0350 ,100.3407 ,100.6982 ,103.9760 ,100.2300 ,100.5020 ,101.2022 ,98.4132 ,99.7792 ,99.6388 ,102.9500 ,107.5478 ,100.8800 ,101.1083 ,99.5792 ,98.2052 ,99.9105 ,100.1740 ,94.3718 ,98.7945 ,99.2398 ,100.8603 ,96.1378 ,98.5878 ,98.3740 ,97.8935 ,97.1323 ,99.4802 ,100.2843 ,,,,,,,,,,,,,,805.5580 ,,,,,,,,,,,
2009Q3,10.60 ,,,,,,,,,,6.8310 ,9.7652 ,,-6.4393 ,1.4301 ,,,1.2055 ,1.5415 ,1.5308 ,1.5419 ,,"3,060.3763 ",,,0.2301 ,0.4110 ,1.3017 ,1.6401 ,78.3606 ,110.5888 ,0.1558 ,1.4097 ,0.4551 ,1.1238 ,4.3031 ,"1,239.1190 ","1,565.1280 ","6,588.7391 ","24,699.2943 ",190.6853 ,,4.3988 ,8.7408 ,,0.3538 ,0.7335 ,2.5766 ,45.4703 ,65.6452 ,20.0071 ,39.2352 ,46.9429 ,81.9914 ,76.8155 ,80.8957 ,,,"1,188.9785 ",,69.2093 ,72.6558 ,,,,,,880.3454 ,"4,058.0097 ","4,015.2485 ","3,381.6681 ","2,528.2262 ",,"2,799.2301 ",504.8900 ,458.2720 ,,,,,,"1,992.0542 ","1,207.0402 ","2,277.1741 ","1,382.0938 ",100.1528 ,100.1528 ,99.8200 ,99.3867 ,100.3777 ,98.6417 ,100.2752 ,100.0000 ,97.5180 ,99.9175 ,99.8128 ,100.0000 ,100.0345 ,99.5867 ,97.3745 ,94.3227 ,99.4227 ,100.0000 ,99.8702 ,100.0000 ,100.5443 ,100.2277 ,99.7733 ,100.0000 ,100.0000 ,98.4793 ,100.0000 ,101.5957 ,99.8592 ,99.1683 ,100.0267 ,99.5673 ,99.9817 ,99.8022 ,99.4823 ,,,,,,,,,,,,,,867.4895 ,,,,,,,,,,,
2009Q4,11.90 ,,,,,,,,,,6.8277 ,10.0884 ,,-10.1757 ,1.4766 ,,,1.2474 ,1.5240 ,1.4917 ,1.6423 ,,"3,128.7820 ",,,0.1862 ,0.2679 ,1.7206 ,1.6333 ,76.0447 ,113.0558 ,0.1495 ,1.1371 ,0.5235 ,1.0018 ,4.3409 ,"1,168.1102 ","1,621.3569 ","6,830.6177 ","26,030.9458 ",188.9323 ,,4.2881 ,9.2779 ,,0.3370 ,0.7879 ,2.6346 ,11.5069 ,24.4379 ,12.6717 ,14.8336 ,24.0784 ,89.0798 ,90.7338 ,85.0905 ,,,"1,242.2222 ",,76.3933 ,80.1686 ,,,,,,891.0036 ,"3,800.7835 ","3,917.9462 ","3,256.5423 ","2,416.0667 ",,"3,380.7182 ",663.4613 ,523.1511 ,,,,,,"2,204.6012 ","1,305.8936 ","2,574.5148 ","1,463.3266 ",100.0357 ,100.0357 ,100.0000 ,100.4582 ,100.3402 ,98.7355 ,99.9997 ,99.9270 ,99.6163 ,99.9587 ,99.9257 ,100.0000 ,100.6060 ,98.5988 ,94.7268 ,99.0203 ,99.5122 ,100.3097 ,100.2008 ,100.0000 ,99.8547 ,99.6350 ,99.9958 ,99.3590 ,100.0000 ,100.2395 ,99.7400 ,100.6135 ,100.0007 ,99.8715 ,99.9458 ,102.2775 ,100.0000 ,100.1825 ,96.4175 ,,,,,,,,,,,,,,979.5748 ,,,,,,,,,,,
