指标名称,中国:iCPI:总指数:日环比,中国:iCPI:食品烟酒:日环比,中国:iCPI:衣着:日环比,中国:iCPI:居住:日环比,中国:iCPI:生活用品及服务:日环比,中国:iCPI:交通和通信:日环比,中国:iCPI:教育文化和娱乐:日环比,中国:iCPI:医疗保健:日环比,中国:iCPI:其他用品和服务:日环比,中国:中间价:美元兑人民币,中间价:欧元兑人民币,USDCNH:即期汇率,美元兑日元,欧元兑美元,温州指数:温州地区民间融资综合利率,温州指数:温州地区民间融资综合利率:社会直接融资利率,中国:SHIBOR:隔夜,银行间同业拆借加权利率:7天,银行间质押式回购加权利率:7天,GC001:收盘价,1年期国债收益率,上证综合指数,中国:互联网搜索指数:找工作,中国:互联网搜索指数:招聘,中国香港:政府债券收益率:3月,LIBOR:美元:3个月,美国:5年期盈亏平衡通胀率:非季调,英镑兑美元,美元指数,日元指数,日本:国债收益率:6月,日本:企业债有效收益率:综合,欧元区:公债收益率:即期利率收益率曲线:所有债券:6个月,EURIBOR:6个月,韩国:国债收益率:3年,收盘价:美元兑韩元,韩国:KOSPI指数,印尼:日用商品现价:天然棕榈油:棉兰,印尼:日用商品现价:咖啡:棉兰,泰国:债券市场协会指数:总收益:政府债券指数,新加坡:国库券收益率:6个月,菲律宾:国债收益率:6个月,越南:国债收益率:1年,印度:国债收益率:3月,法国:国债收益率:1个月,德国:上市联邦证券利率期限结构:1年期,加拿大:基准债券收益率:5年,花旗美国经济意外指数,花旗欧洲经济意外指数,花旗中国经济意外指数,花旗十国集团经济意外指数,花旗新兴市场经济意外指数,地缘政治风险指数,地缘政治行为指数,地缘政治威胁指数,收盘价:焦炭,期货收盘价(活跃合约):焦煤,"河南:车板价:焦煤(A≤10%,V:25-27%,S≤0.5%,G>75,Mt:8%,平顶山产)","中国:现货价(到岸价):焦煤(峰景矿,A:10.5%,V:21.5%,S:0.61%,G:87,Y:19,Mt:10%,CSR74,澳大利亚产)",期货结算价(活跃合约):IPE布油,期货结算价(活跃合约):NYMEX轻质原油,出厂价:液化气(汽运):荆门石化,中国:出厂价:石油焦(2#B):武汉石化,中国:经销价:汽油(93#IV):成都中石化,山东:库提价:港口内贸燃料油(4#船用),运价:液化气(压力货):华南-海防港,黎城:价格(干基含税):铁精粉(66%),"中国:价格:螺纹钢(HRB400,20mm)","武汉:价格:热轧板卷(Q235B,3.0mm)",山东:价格:方坯(Q235),唐山:市场价(不含税):废钢(6-8mm),中国进口干散货运价指数:综合指数,波罗的海干散货指数(BDI),原油运输指数(BDTI),成品油运输指数(BCTI),中国进口干散货运价指数:综合指数,中国进口原油运价指数:综合指数,远东干散货指数(FDI):综合指数,远东干散货指数(FDI):运价指数,中国:水泥价格指数,南华工业品指数,南华综合指数,南华金属指数,南华能化指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:网上价格指数,义乌中国小商品指数:订单价格指数,义乌中国小商品指数:玩具类:价格指数,义乌中国小商品指数:玩具类:出口价格指数,义乌中国小商品指数:文化办公用品类:价格指数,义乌中国小商品指数:文化办公用品类:出口价格指数,义乌中国小商品指数:工艺品类:价格指数,义乌中国小商品指数:工艺品类:出口价格指数,义乌中国小商品指数:首饰类:价格指数,义乌中国小商品指数:首饰类:出口价格指数,义乌中国小商品指数:五金及电料类:价格指数,义乌中国小商品指数:五金及电料类:出口价格指数,义乌中国小商品指数:电子电器类:价格指数,义乌中国小商品指数:电子电器类:出口价格指数,义乌中国小商品指数:钟表眼镜类:价格指数,义乌中国小商品指数:钟表眼镜类:出口价格指数,义乌中国小商品指数:体育娱乐用品类:价格指数,义乌中国小商品指数:体育娱乐用品类:出口价格指数,义乌中国小商品指数:服装服饰类:价格指数,义乌中国小商品指数:服装服饰类:出口价格指数,义乌中国小商品指数:鞋类:价格指数,义乌中国小商品指数:鞋类:出口价格指数,义乌中国小商品指数:针、纺织品类:出口价格指数,义乌中国小商品指数:箱包类:价格指数,义乌中国小商品指数:箱包类:出口价格指数,义乌中国小商品指数:护理及美容用品类:价格指数,义乌中国小商品指数:护理及美容用品类:出口价格指数,义乌中国小商品指数:日用品类:价格指数,义乌中国小商品指数:日用品类:出口价格指数,义乌中国小商品指数:辅料和包装类:价格指数,义乌中国小商品指数:辅料和包装类:出口价格指数,义乌中国小商品指数:总价格指数,义乌中国小商品指数:出口价格指数,中国:开工率:产能(<100万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:聚氯乙烯:上游,中国:华北:开工率:聚氯乙烯:下游,中国:华南:开工率:聚氯乙烯:下游,中国:开工率:聚氯乙烯,中国:华东:开工率:聚氯乙烯:下游,中国:开工率:螺纹钢:主要钢厂,中国:开工率:线材:主要钢厂,中国:开工率:电炉,中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国出口集装箱运价指数:综合指数,中国:开工率:汽车轮胎(半钢胎),中国:开工率:汽车轮胎(全钢胎),中国:开工率:乙二醇(非乙烯法),中国:开工率:甲醇,中国:开工率:苯乙烯,中国:开工率:纯碱,中国:开工率:聚苯乙烯,中国:开工率:聚苯乙烯泡沫,中国:开工率:石油沥青装置,中国:开工率:尿素,中国进口集装箱运价指数:综合指数,,
2007M7,,,,,,,,,,7.5817 ,10.3942 ,,21.4051 ,1.3716 ,,,2.1412 ,2.8722 ,2.6540 ,1.9594 ,,"4,020.7514 ",,,3.7481 ,5.3596 ,2.2902 ,2.0329 ,80.8316 ,85.2255 ,0.6581 ,1.5796 ,4.1011 ,4.3585 ,5.3478 ,918.6387 ,"1,911.8873 ","7,474.8065 ","19,930.3978 ",166.4648 ,,5.0361 ,6.9161 ,,3.9858 ,4.4098 ,4.6100 ,54.4968 ,-28.6570 ,113.9355 ,11.1720 ,34.0882 ,113.9830 ,129.0167 ,104.8610 ,,,,,75.8530 ,74.1846 ,,,,,,909.6774 ,,"4,463.5484 ","3,253.3548 ","2,182.3548 ",,"6,586.6882 ","1,044.0000 ",945.5699 ,,,,,,"2,095.2078 ","1,248.2987 ","2,823.6299 ","1,251.2594 ",100.4260 ,100.4260 ,99.3940 ,101.2240 ,99.6860 ,99.8600 ,99.9820 ,98.9240 ,100.1280 ,100.0100 ,100.1140 ,99.9660 ,101.9880 ,100.8660 ,100.1720 ,99.3000 ,98.9940 ,98.3160 ,99.6700 ,99.5080 ,101.8460 ,99.7280 ,99.8420 ,100.0000 ,100.0000 ,101.3420 ,99.5220 ,99.5660 ,95.6060 ,101.2120 ,100.0000 ,99.7900 ,69.9060 ,100.6600 ,100.3600 ,,,,,,,,,,,,,,"1,064.4550 ",,,,,,,,,,,,,
2007M8,,,,,,,,,,7.5754 ,10.3200 ,,16.7745 ,1.3624 ,,,1.8961 ,2.3527 ,2.2023 ,1.6115 ,,"4,841.8888 ",,,3.9477 ,5.4834 ,2.0458 ,2.0109 ,80.9248 ,89.2503 ,0.6957 ,1.4419 ,4.0181 ,4.5928 ,5.2742 ,935.1323 ,"1,808.3444 ","8,174.2742 ","21,627.0161 ",166.2506 ,,5.3491 ,6.9661 ,,3.9755 ,4.2032 ,4.3932 ,63.2000 ,-34.6177 ,118.0903 ,15.3532 ,43.1484 ,83.1211 ,100.0742 ,73.3545 ,,,,,71.2523 ,72.2545 ,,,,,,929.3548 ,,"4,532.5806 ","3,477.7742 ","2,256.0645 ",,"7,192.0968 ",856.9032 ,843.7419 ,,,,,,"2,067.7192 ","1,269.8306 ","2,770.0948 ","1,241.2804 ",100.7750 ,100.7750 ,99.6575 ,100.7150 ,99.6075 ,99.5550 ,99.6075 ,100.1350 ,99.9200 ,100.0075 ,100.2900 ,99.9925 ,101.7100 ,98.3075 ,100.0975 ,98.6725 ,98.0000 ,97.7250 ,99.7850 ,99.8800 ,102.1850 ,100.1600 ,99.7225 ,100.0000 ,100.0000 ,100.3825 ,99.9075 ,99.1325 ,98.1675 ,101.3975 ,100.0800 ,99.7625 ,76.2325 ,100.8075 ,101.5450 ,,,,,,,,,,,,,,"1,092.4960 ",,,,,,,,,,,,,
2007M9,,,,,,,,,,7.5260 ,10.4521 ,,15.0183 ,1.3919 ,,,2.8527 ,4.4479 ,4.3506 ,4.7482 ,,"5,371.9978 ",,,3.6853 ,5.4901 ,2.0513 ,2.0204 ,79.3733 ,89.7240 ,0.5925 ,1.3863 ,3.9163 ,4.7501 ,5.4035 ,928.9467 ,"1,890.2500 ","8,020.9333 ","22,286.8000 ",167.3681 ,,5.2634 ,7.1633 ,,3.9113 ,4.0670 ,4.2707 ,15.6200 ,-16.4700 ,82.3267 ,4.7267 ,36.2833 ,92.7191 ,93.5865 ,93.5847 ,,,,,76.6867 ,78.8420 ,,,,,,"1,182.6333 ",,"4,605.3333 ","3,700.7667 ","2,345.4000 ",,"8,583.3333 ",848.5333 ,764.1333 ,,,,,,"2,118.2204 ","1,320.4757 ","2,801.8957 ","1,294.9320 ",101.1740 ,101.1740 ,99.9880 ,101.1760 ,99.9480 ,100.5620 ,99.3860 ,99.6520 ,99.6960 ,100.0020 ,100.2980 ,100.0520 ,101.3940 ,101.5160 ,99.5120 ,99.7320 ,98.5700 ,98.1380 ,99.7400 ,98.9700 ,102.8720 ,99.8880 ,99.6460 ,100.0000 ,100.3540 ,99.8560 ,98.8380 ,98.7940 ,99.8120 ,101.4300 ,94.3780 ,99.7160 ,99.7520 ,101.2440 ,100.2740 ,,,,,,,,,,,,,,"1,115.4550 ",,,,,,,,,,,,,
2007M10,,,,,,,,,,7.5028 ,10.6731 ,,15.8777 ,1.4233 ,,,2.6551 ,3.4688 ,3.3621 ,2.3364 ,,"5,764.9445 ",,,2.9539 ,5.1449 ,2.1932 ,2.0450 ,77.8237 ,87.9884 ,0.6032 ,1.4177 ,3.8970 ,4.6595 ,5.4224 ,914.7452 ,"2,004.6627 ","7,874.8387 ","21,822.3118 ",166.5202 ,,5.0021 ,7.4339 ,,3.8532 ,4.0790 ,4.2890 ,-30.1129 ,-11.1774 ,35.9774 ,-13.2226 ,10.3774 ,100.9621 ,95.9124 ,103.7495 ,,,,,82.4968 ,85.3410 ,,,,,,"1,270.4516 ",,"4,600.0000 ","3,703.0000 ","2,466.6613 ",,"10,456.6452 ",944.4516 ,777.0323 ,,,,,,"2,171.4320 ","1,357.7199 ","2,794.6600 ","1,371.3021 ",101.4600 ,101.4600 ,101.3900 ,103.2350 ,100.1600 ,100.4475 ,99.8425 ,99.7800 ,99.4275 ,99.5550 ,100.3600 ,100.0400 ,101.4550 ,100.4650 ,99.4450 ,98.4625 ,98.8450 ,97.8425 ,99.9825 ,100.0025 ,104.3475 ,100.0450 ,99.7200 ,99.7775 ,100.0000 ,99.7450 ,99.9925 ,99.2225 ,100.2325 ,102.3775 ,98.8550 ,97.9825 ,101.1075 ,101.7675 ,101.6050 ,,,,,,,,,,,,,,"1,150.5800 ",,,,,,,,,,,,,
2007M11,,,,,,,,,,7.4240 ,10.8928 ,,10.8583 ,1.4671 ,,,2.0007 ,2.9499 ,2.7945 ,1.8553 ,,"5,277.8552 ",,,0.6460 ,4.9560 ,2.3180 ,2.0699 ,75.6703 ,91.1307 ,0.5990 ,1.3343 ,3.8977 ,4.6258 ,5.5237 ,917.5967 ,"1,924.7790 ","8,003.9833 ","22,336.9833 ",164.8866 ,,5.0300 ,7.5067 ,,3.9073 ,3.9903 ,3.9707 ,-35.1933 ,-23.9233 ,28.4933 ,-21.0733 ,-1.1900 ,89.1101 ,80.4546 ,95.2844 ,,,,,92.3140 ,94.8473 ,,,,,,"1,347.8667 ",,"4,626.0000 ","3,888.1000 ","2,537.2667 ",,"10,556.3000 ","1,096.0333 ",964.6667 ,,,,,,"2,097.1575 ","1,350.0406 ","2,541.4279 ","1,380.2769 ",101.2800 ,101.2800 ,101.1700 ,104.1750 ,99.9000 ,99.8125 ,99.7275 ,99.8150 ,99.7925 ,99.2525 ,100.4250 ,99.9925 ,102.0050 ,100.3875 ,99.5150 ,102.1575 ,98.9575 ,98.3925 ,99.9375 ,99.8525 ,105.9550 ,100.0125 ,99.8550 ,99.8400 ,100.0000 ,99.8800 ,99.9975 ,99.5050 ,100.6975 ,102.4475 ,101.3050 ,96.0150 ,100.6875 ,102.4025 ,105.6350 ,,,,,,,,,,,,,,"1,161.9500 ",,,,,,,,,,,,,
2007M12,,,,,,,,,,7.3646 ,10.7187 ,,12.4526 ,1.4551 ,,,1.9324 ,3.7037 ,3.0285 ,1.5806 ,,"5,077.6805 ",,,0.8039 ,4.9635 ,2.2227 ,2.0155 ,76.7684 ,90.0700 ,0.5599 ,1.3655 ,3.8939 ,4.8108 ,5.8727 ,931.4823 ,"1,898.6044 ","8,091.4129 ","22,691.6129 ",165.2721 ,,4.9002 ,7.8210 ,,3.8550 ,4.0537 ,3.8798 ,-0.5339 ,21.0887 ,43.7194 ,2.4032 ,22.6419 ,94.6480 ,85.0625 ,97.4877 ,,,,,91.3235 ,91.8252 ,,,,,,"1,350.0968 ",,"4,889.8387 ","4,337.0645 ","2,791.1290 ",,"9,663.4839 ","1,945.6953 ","1,135.2473 ",,,,,,"2,090.7048 ","1,344.5869 ","2,488.2696 ","1,398.6423 ",100.5920 ,100.5920 ,101.9280 ,105.0380 ,99.6400 ,99.7020 ,99.6180 ,99.6080 ,100.2100 ,100.1020 ,100.3760 ,100.0100 ,102.2300 ,102.1000 ,99.5660 ,101.0420 ,101.1760 ,98.4700 ,99.7700 ,99.9900 ,104.7700 ,99.9840 ,99.4440 ,99.9980 ,100.0000 ,99.7680 ,98.5700 ,99.4340 ,100.3340 ,102.5220 ,98.8760 ,96.9880 ,99.8860 ,101.5740 ,104.7560 ,,,,,,,,,,,,,,"1,156.1150 ",,,,,,,,,,,,,
2008M1,,,,,,,,,,7.2499 ,10.6600 ,,7.7737 ,1.4716 ,,,1.9991 ,3.3323 ,2.9021 ,2.8113 ,,"5,074.0501 ",,,1.9326 ,3.9566 ,2.0602 ,1.9683 ,76.0231 ,93.3003 ,0.5367 ,1.2600 ,3.8035 ,4.5112 ,5.4584 ,942.5177 ,"1,740.4221 ","9,076.6516 ","22,825.3226 ",170.5309 ,,4.7898 ,7.6952 ,,3.9434 ,3.8176 ,3.5482 ,-0.1258 ,29.3855 ,37.9935 ,6.4419 ,22.7839 ,80.7889 ,81.5316 ,76.7733 ,,,,,91.9918 ,92.7452 ,,,,,,"1,350.0968 ",,"5,191.6129 ","4,250.0000 ","2,994.6452 ",,"7,230.2903 ","1,414.5950 ","1,018.7204 ",,,,,,"2,137.6256 ","1,368.4429 ","2,619.5385 ","1,409.1636 ",101.2425 ,101.2425 ,101.4300 ,104.7525 ,98.9900 ,99.7950 ,100.8925 ,100.5775 ,99.9750 ,100.8600 ,100.3700 ,99.9975 ,101.5800 ,100.5300 ,99.6175 ,97.9225 ,100.1675 ,98.8725 ,100.2250 ,100.0925 ,104.8300 ,100.1175 ,99.6000 ,99.5650 ,100.0000 ,99.8125 ,97.0900 ,99.6350 ,99.9525 ,100.9125 ,97.0825 ,97.8625 ,101.2200 ,101.9325 ,104.4350 ,,,,,,,,,,,,,,"1,159.7650 ",,,,,,,,,,,,,
2008M2,,,,,,,,,,7.1709 ,10.5910 ,,7.2543 ,1.4727 ,,,2.2545 ,3.1718 ,2.9802 ,1.8263 ,,"4,488.5507 ",,,1.3700 ,3.0889 ,2.1200 ,1.9622 ,75.7879 ,93.0464 ,0.5294 ,1.3143 ,3.6713 ,4.3531 ,5.0758 ,944.7500 ,"1,683.8182 ","9,703.6250 ","26,752.4583 ",174.5750 ,,5.4293 ,7.5911 ,,3.9546 ,3.5271 ,3.4186 ,-38.0429 ,29.8750 ,36.3893 ,-4.2857 ,22.5643 ,81.6620 ,87.3363 ,73.4440 ,,,,,94.1843 ,94.9214 ,,,,,,"1,359.7857 ",,"5,269.6429 ","4,430.8571 ","3,143.5357 ",,"6,824.7500 ","1,089.0000 ",894.9286 ,,,,,,"2,214.7732 ","1,429.1091 ","2,816.5426 ","1,413.2158 ",101.7050 ,101.7050 ,100.7400 ,100.5850 ,99.4900 ,100.3300 ,103.9800 ,101.6350 ,99.4000 ,101.5100 ,100.5150 ,100.0000 ,100.8800 ,100.1600 ,99.8800 ,100.5650 ,100.6200 ,99.7300 ,99.7450 ,100.1000 ,101.9900 ,100.0050 ,99.8850 ,99.9950 ,94.7250 ,98.4600 ,98.1700 ,99.4800 ,100.5250 ,102.6300 ,99.9400 ,98.9800 ,100.0700 ,101.6550 ,99.0600 ,,,,,,,,,,,,,,"1,190.6160 ",,,,,,,,,,,,,
2008M3,,,,,,,,,,7.0777 ,10.9547 ,,0.8352 ,1.5497 ,,,2.1313 ,2.5917 ,2.5206 ,1.4615 ,,"3,954.5187 ",,,0.7645 ,2.7867 ,2.2505 ,1.9996 ,72.5332 ,97.5039 ,0.5488 ,1.3029 ,3.7509 ,4.5872 ,5.1390 ,980.6516 ,"1,652.7700 ","10,290.0161 ","26,980.5968 ",173.8773 ,,5.4723 ,7.5935 ,,3.9381 ,3.5881 ,2.9606 ,-82.3000 ,46.0161 ,5.3387 ,-10.9452 ,22.7581 ,77.3197 ,84.7642 ,70.4497 ,,,,,102.4016 ,104.8713 ,,,,,,"1,619.8194 ",,"5,778.3871 ","4,886.3226 ","3,431.6774 ",,"8,000.4194 ","1,333.6452 ",917.1613 ,,,,,,"2,244.2768 ","1,432.7433 ","2,887.3040 ","1,401.3816 ",101.4060 ,101.4060 ,100.8260 ,101.5800 ,100.0500 ,100.3440 ,103.2240 ,100.7700 ,100.0320 ,97.1240 ,100.3880 ,100.0020 ,101.4880 ,100.6900 ,99.5560 ,104.1680 ,99.9860 ,98.2540 ,100.2660 ,101.0340 ,101.8500 ,99.7440 ,100.1300 ,99.6760 ,98.9280 ,100.0300 ,99.6260 ,99.9580 ,101.6480 ,103.0160 ,99.9080 ,99.7780 ,100.6360 ,101.4640 ,99.6540 ,,,,,,,,,,,,,,"1,150.0100 ",,,,,,,,,,,,,
2008M4,,,,,,,,,,7.0019 ,11.0363 ,,2.5217 ,1.5764 ,,,2.2920 ,3.1557 ,3.0212 ,2.0224 ,,"3,390.5346 ",,,0.9182 ,2.7942 ,2.2250 ,1.9818 ,72.0834 ,95.2647 ,0.5608 ,1.4300 ,3.8723 ,4.7906 ,4.9940 ,986.1667 ,"1,774.4338 ","9,305.4917 ","24,301.7583 ",172.5779 ,,6.0208 ,7.8700 ,,3.9663 ,3.8787 ,3.1097 ,-85.6200 ,36.3833 ,32.7667 ,-12.2400 ,44.3200 ,72.5019 ,71.5879 ,70.3018 ,,,,,110.3197 ,112.2653 ,,,,,,"1,700.0000 ",,"5,776.0000 ","4,984.0667 ","3,444.6667 ",,"8,253.0000 ","1,531.9333 ","1,020.3000 ",,,,,,"2,212.8892 ","1,366.5364 ","2,806.9374 ","1,395.9946 ",101.7675 ,101.7675 ,101.7850 ,101.8000 ,99.1450 ,99.5325 ,102.9100 ,100.7550 ,100.1975 ,97.0900 ,100.2450 ,100.0000 ,101.8675 ,99.7675 ,100.3100 ,99.1600 ,100.2425 ,97.5425 ,100.3675 ,100.1275 ,102.0975 ,99.5675 ,100.3100 ,100.0125 ,99.3350 ,100.5650 ,101.0800 ,101.3200 ,100.9500 ,104.5725 ,99.5000 ,101.2075 ,101.1675 ,101.7925 ,100.6325 ,,,,,,,,,,,,,,"1,117.1625 ",,,,,,,,,,,,,
2008M5,,,,,,,,,,6.9770 ,10.8534 ,,4.2129 ,1.5565 ,,,2.4717 ,3.3549 ,3.3096 ,2.0702 ,,"3,579.5492 ",,,0.8947 ,2.6987 ,2.3565 ,1.9661 ,72.8710 ,94.2516 ,0.5876 ,1.6274 ,3.9866 ,4.8951 ,5.2297 ,"1,034.8161 ","1,845.3335 ","9,428.8226 ","24,771.2258 ",170.2669 ,,6.7113 ,11.0542 ,,3.9766 ,4.0926 ,3.1790 ,-30.7919 ,-21.2806 ,62.6871 ,-19.4952 ,30.9274 ,73.6164 ,74.8131 ,72.6043 ,,,,,124.2684 ,125.1616 ,,,,,,"1,700.0000 ",,"5,943.5484 ","5,521.8226 ","3,620.8710 ",,"10,745.4516 ","1,927.4839 ","1,216.4839 ",,,,,,"2,314.2020 ","1,398.2135 ","2,733.1739 ","1,569.1792 ",102.0925 ,102.0925 ,100.9325 ,101.8350 ,99.2075 ,98.3875 ,102.7250 ,103.2125 ,100.7775 ,96.3800 ,100.3575 ,100.0000 ,102.8150 ,101.7600 ,100.2050 ,89.0175 ,99.9575 ,96.9875 ,100.5325 ,100.0375 ,102.5925 ,99.7350 ,100.1975 ,100.0000 ,99.9925 ,100.6425 ,99.3500 ,102.2800 ,101.3175 ,103.2925 ,100.5250 ,101.0075 ,100.9550 ,102.0275 ,99.8725 ,,,,,,,,,,,,,,"1,124.1640 ",,,,,,,,,,,,,
2008M6,,,,,,,,,,6.9002 ,10.7279 ,,6.7613 ,1.5571 ,,,2.8294 ,3.4662 ,3.3971 ,1.9771 ,,"3,020.6848 ",,,1.0830 ,2.7614 ,2.5140 ,1.9680 ,73.1537 ,91.8913 ,0.5873 ,1.7250 ,4.2555 ,5.0861 ,5.6837 ,"1,031.5200 ","1,765.3703 ","9,547.3333 ","25,655.3333 ",163.5501 ,,6.5810 ,19.6407 ,,4.1593 ,4.5473 ,3.4253 ,5.0333 ,-64.4667 ,76.3200 ,-20.2333 ,17.5600 ,86.7741 ,80.2270 ,87.2191 ,,,"1,850.0000 ",,134.0060 ,134.1617 ,,,,,,"1,711.7667 ",,"6,128.6667 ","5,508.6333 ","3,849.5333 ",,"10,272.7333 ","1,948.6000 ","1,471.0667 ",,,,,,"2,380.0362 ","1,437.7041 ","2,650.4099 ","1,722.3446 ",102.0360 ,102.0360 ,101.0100 ,102.3240 ,97.6600 ,99.1700 ,103.1600 ,100.2880 ,97.2960 ,95.9560 ,100.1860 ,100.0000 ,102.6820 ,101.4900 ,100.3860 ,101.5160 ,101.5200 ,96.7840 ,101.0940 ,101.5340 ,102.2960 ,99.4820 ,100.2540 ,100.0000 ,100.0000 ,99.3640 ,99.9420 ,102.3620 ,101.1340 ,104.6600 ,96.2000 ,100.5580 ,99.1880 ,102.1220 ,100.9320 ,,,,,,,,,,,,,,"1,137.0150 ",,,,,,,,,,,,,
2008M7,,,,,,,,,,6.8380 ,10.7843 ,,6.8003 ,1.5780 ,,,2.5092 ,3.0616 ,3.0547 ,1.7855 ,,"2,806.9480 ",,,1.2384 ,2.7922 ,2.4942 ,1.9899 ,72.4410 ,91.1339 ,0.5896 ,1.6055 ,4.2881 ,5.1467 ,5.9781 ,"1,019.3258 ","1,572.0632 ","8,641.5645 ","25,851.8871 ",164.8985 ,,6.5972 ,20.8484 ,,4.2603 ,4.5142 ,3.3900 ,23.6839 ,-111.3484 ,51.3516 ,-19.1645 ,-9.3806 ,89.2189 ,86.3494 ,85.0278 ,,,"1,937.4194 ",,135.4655 ,134.8577 ,,,,,,"1,740.0000 ",,"6,139.6774 ","5,450.0000 ","4,019.5484 ",,"8,971.6774 ","2,076.0000 ","1,356.1290 ",,,,,,"2,412.9784 ","1,435.6751 ","2,657.6375 ","1,777.7281 ",103.3775 ,103.3775 ,101.1250 ,102.6725 ,97.3325 ,99.1475 ,105.3250 ,100.7450 ,96.5950 ,99.5625 ,100.5425 ,100.3100 ,104.3100 ,103.6725 ,100.8025 ,110.4400 ,102.4075 ,102.5700 ,100.9075 ,100.0225 ,104.4975 ,99.5425 ,100.0275 ,100.0000 ,100.0000 ,98.6800 ,100.0000 ,101.5675 ,101.9400 ,105.9925 ,100.2325 ,99.3075 ,100.5875 ,103.2450 ,98.7675 ,,,,,,,,,,,,,,"1,133.8175 ",,,,,,,,,,,,,
2008M8,,,,,,,,,,6.8507 ,10.2859 ,,9.3505 ,1.4971 ,,,2.6584 ,3.2978 ,3.2548 ,2.2686 ,,"2,509.1401 ",,,1.1376 ,2.8056 ,1.9971 ,1.8903 ,75.9591 ,90.6911 ,0.5778 ,1.4902 ,4.2379 ,5.1600 ,5.7805 ,"1,045.6935 ","1,541.0724 ","7,196.5323 ","25,110.7796 ",171.6103 ,,6.7119 ,20.0000 ,,4.2796 ,4.3139 ,3.1138 ,39.4817 ,-160.6602 ,87.6473 ,-26.3720 ,-2.1839 ,88.7630 ,106.4350 ,74.7547 ,,,"1,950.0000 ",,115.6875 ,116.8360 ,,,,,,"1,705.8710 ",,"5,782.5806 ","5,119.6129 ","3,912.5806 ",,"7,432.2151 ","1,528.3118 ","1,424.1667 ",,,,,,"2,272.6915 ","1,327.9085 ","2,513.4695 ","1,669.0931 ",103.3500 ,103.3500 ,99.8520 ,101.8720 ,98.0460 ,98.2960 ,105.3280 ,100.1320 ,99.7200 ,98.5700 ,100.4880 ,100.0180 ,105.5120 ,104.2480 ,100.8880 ,111.7080 ,104.0560 ,114.0800 ,99.9220 ,100.3600 ,104.0780 ,96.5220 ,99.5460 ,100.0000 ,100.0000 ,98.6220 ,100.1960 ,102.1980 ,101.8520 ,109.2040 ,99.0660 ,100.0020 ,100.5600 ,103.1400 ,100.9620 ,,,,,,,,,,,,,,"1,131.2340 ",,,,,,,,,,,,,
2008M9,,,,,,,,,,6.8307 ,9.8152 ,,6.5938 ,1.4383 ,,,2.7688 ,3.1960 ,3.1571 ,2.4836 ,,"2,167.9278 ",,,0.9549 ,3.0918 ,1.3770 ,1.8014 ,78.0632 ,94.8606 ,0.5725 ,1.6051 ,4.1537 ,5.2135 ,5.8008 ,"1,133.5667 ","1,445.7302 ","6,471.6533 ","25,248.4711 ",175.5896 ,,6.6909 ,17.7833 ,,4.2078 ,4.1190 ,3.0174 ,44.5022 ,-144.2944 ,71.6178 ,-16.7322 ,-0.2533 ,88.8662 ,94.3195 ,81.7789 ,,,"1,927.6667 ",,101.3239 ,103.9548 ,,,,,,"1,482.2333 ",,"5,493.3333 ","4,690.7000 ","3,552.3000 ",,"5,028.0444 ","1,497.9444 ","1,438.8778 ",,,,,,"2,126.2018 ","1,257.4747 ","2,375.8985 ","1,540.0384 ",103.5125 ,103.5125 ,100.2350 ,102.2175 ,98.2725 ,98.1200 ,105.5150 ,101.4175 ,103.6700 ,99.0475 ,100.4000 ,99.5750 ,107.3525 ,102.8600 ,101.6050 ,112.3525 ,103.6450 ,117.0175 ,99.0575 ,100.7925 ,103.8050 ,99.3050 ,99.4825 ,100.0000 ,101.2450 ,100.7725 ,100.8325 ,101.0850 ,102.0175 ,112.8000 ,99.4450 ,99.9625 ,95.0350 ,103.4125 ,100.9500 ,,,,,,,,,,,,,,"1,134.3775 ",,,,,,,,,,,,,
