指标名称,中国:社会消费品零售总额:当月同比,中国:CPI:当月同比,中国:PPI:全部工业品:当月同比,中国:工业增加值:规模以上工业企业:当月同比,中国:出口金额:当月同比,中国:进口金额:当月同比,固定资产投资完成额:累计同比,房地产开发投资完成额:累计同比,固定资产投资完成额:制造业:累计同比,固定资产投资完成额:基础设施建设:累计同比,中国:M2:同比,中国:社会融资规模:当月值,中国:开工率:电炉,银行间质押式回购加权利率:7天,加拿大:基准债券收益率:5年,菲律宾:国债收益率:6个月,越南:国债收益率:1年,义乌中国小商品指数:日用品类:价格指数,日元指数,中国:开工率:聚氯乙烯:上游,GC001:收盘价,中国:开工率:乙二醇(非乙烯法),义乌中国小商品指数:网上价格指数,中国香港:政府债券收益率:3月,义乌中国小商品指数:首饰类:出口价格指数,义乌中国小商品指数:总价格指数,中国:开工率:尿素,义乌中国小商品指数:辅料和包装类:价格指数,中国:开工率:螺纹钢:主要钢厂,花旗欧洲经济意外指数,收盘价:焦炭,地缘政治行为指数,义乌中国小商品指数:订单价格指数,新加坡:国库券收益率:6个月,义乌中国小商品指数:钟表眼镜类:出口价格指数,中国:开工率:纯碱,义乌中国小商品指数:日用品类:出口价格指数,1年期国债收益率,中国进口集装箱运价指数:综合指数,中国:水泥价格指数,中国出口集装箱运价指数:综合指数,义乌中国小商品指数:箱包类:价格指数,中国:iCPI:教育文化和娱乐:日环比,德国:上市联邦证券利率期限结构:1年期,义乌中国小商品指数:服装服饰类:出口价格指数,出厂价:液化气(汽运):荆门石化,EURIBOR:6个月,韩国:KOSPI指数,中国:华北:开工率:聚氯乙烯:下游,成品油运输指数(BCTI),义乌中国小商品指数:工艺品类:出口价格指数,义乌中国小商品指数:玩具类:出口价格指数,"中国:价格:螺纹钢(HRB400,20mm)",义乌中国小商品指数:服装服饰类:价格指数,中国:出厂价:石油焦(2#B):武汉石化,中国:经销价:汽油(93#IV):成都中石化,欧元兑美元,USDCNH:即期汇率,义乌中国小商品指数:护理及美容用品类:价格指数,中国:iCPI:其他用品和服务:日环比,印度:国债收益率:3月,印尼:日用商品现价:天然棕榈油:棉兰,欧元区:公债收益率:即期利率收益率曲线:所有债券:6个月,中国:互联网搜索指数:找工作,美元指数,银行间同业拆借加权利率:7天,义乌中国小商品指数:辅料和包装类:出口价格指数,中国:iCPI:居住:日环比,义乌中国小商品指数:护理及美容用品类:出口价格指数,中国:iCPI:衣着:日环比,义乌中国小商品指数:箱包类:出口价格指数,义乌中国小商品指数:玩具类:价格指数,波罗的海干散货指数(BDI),山东:库提价:港口内贸燃料油(4#船用),义乌中国小商品指数:五金及电料类:出口价格指数,"武汉:价格:热轧板卷(Q235B,3.0mm)",义乌中国小商品指数:鞋类:出口价格指数,义乌中国小商品指数:体育娱乐用品类:价格指数,期货结算价(活跃合约):IPE布油,中国:开工率:线材:主要钢厂,义乌中国小商品指数:鞋类:价格指数,山东:价格:方坯(Q235),义乌中国小商品指数:首饰类:价格指数,义乌中国小商品指数:五金及电料类:价格指数,中国:开工率:聚氯乙烯,韩国:国债收益率:3年,原油运输指数(BDTI),中国:iCPI:生活用品及服务:日环比,期货结算价(活跃合约):NYMEX轻质原油,地缘政治威胁指数,义乌中国小商品指数:电子电器类:价格指数,中国:iCPI:食品烟酒:日环比,花旗十国集团经济意外指数,中国:开工率:产能(<100万吨):焦化企业(230家),中国:华东:开工率:聚氯乙烯:下游,温州指数:温州地区民间融资综合利率,收盘价:美元兑韩元,中国:开工率:聚苯乙烯,英镑兑美元,远东干散货指数(FDI):运价指数,义乌中国小商品指数:工艺品类:价格指数,中国:iCPI:交通和通信:日环比,南华工业品指数,中国:开工率:石油沥青装置,地缘政治风险指数,义乌中国小商品指数:电子电器类:出口价格指数,远东干散货指数(FDI):综合指数,花旗美国经济意外指数,南华综合指数,期货收盘价(活跃合约):焦煤,中国:开工率:聚苯乙烯泡沫,中国:开工率:甲醇,LIBOR:美元:3个月,义乌中国小商品指数:体育娱乐用品类:出口价格指数,美元兑日元,印尼:日用商品现价:咖啡:棉兰,义乌中国小商品指数:文化办公用品类:价格指数,中国:中间价:美元兑人民币,中国:开工率:汽车轮胎(半钢胎),花旗新兴市场经济意外指数,中国:SHIBOR:隔夜,中国:iCPI:医疗保健:日环比,中国:互联网搜索指数:招聘,义乌中国小商品指数:针、纺织品类:出口价格指数,美国:5年期盈亏平衡通胀率:非季调,中国进口原油运价指数:综合指数,中国:华南:开工率:聚氯乙烯:下游,义乌中国小商品指数:文化办公用品类:出口价格指数,中国:开工率:汽车轮胎(全钢胎),运价:液化气(压力货):华南-海防港,泰国:债券市场协会指数:总收益:政府债券指数,上证综合指数,义乌中国小商品指数:出口价格指数,黎城:价格(干基含税):铁精粉(66%),中间价:欧元兑人民币,法国:国债收益率:1个月,南华能化指数,花旗中国经济意外指数,"中国:现货价(到岸价):焦煤(峰景矿,A:10.5%,V:21.5%,S:0.61%,G:87,Y:19,Mt:10%,CSR74,澳大利亚产)",唐山:市场价(不含税):废钢(6-8mm),温州指数:温州地区民间融资综合利率:社会直接融资利率,义乌中国小商品指数:钟表眼镜类:价格指数,中国:开工率:苯乙烯,南华金属指数,日本:企业债有效收益率:综合,"河南:车板价:焦煤(A≤10%,V:25-27%,S≤0.5%,G>75,Mt:8%,平顶山产)"
2006-02-01,9.40,0.90,3.01,20.10 ,22.20,29.50,26.60,19.70,35.40,20.10,18.80,1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-01,13.50,0.80,2.49,17.80 ,28.30,21.10,29.80,20.20,36.30,23.23,18.80,7472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-01,13.60,1.20,1.87,16.60 ,23.90,15.30,29.60,21.30,37.60,23.49,18.90,3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-01,14.20,1.40,2.43,17.90 ,25.10,21.70,30.30,21.80,37.10,25.66,19.10,3785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-01,13.90,1.50,3.52,19.50 ,23.30,18.90,31.30,24.20,38.60,25.24,18.43,3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-01,13.70,1.00,3.58,16.70 ,22.60,19.70,30.50,24.00,38.10,23.62,18.40,2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-01,13.80,1.30,3.40,15.70 ,32.80,24.60,29.10,24.00,36.00,24.00,17.90,3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-01,13.90,1.50,3.50,16.10 ,30.60,22.00,28.20,24.30,33.80,23.24,16.83,3077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-01,14.30,1.40,2.90,14.70 ,29.60,14.70,26.80,24.10,30.50,22.95,17.10,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-01,14.10,1.90,2.78,14.90 ,32.80,18.30,26.60,24.00,30.10,22.94,16.80,2788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-01,14.60,2.80,3.10,14.70 ,24.80,13.50,24.30,21.80,29.10,21.36,16.94,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-01,12.70,2.20,3.30,24.71 ,33.24,27.44,23.85,23.05,27.75,23.22,15.93,6908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,16.90,2.70,2.60,12.60 ,51.82,12.91,23.40,24.30,26.40,25.07,17.80,3083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-01,15.30,3.30,2.70,17.60 ,7.09,14.70,25.30,26.90,31.70,20.32,17.30,6311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-01,15.50,3.00,2.90,17.40 ,26.70,21.46,25.50,27.40,32.40,18.35,17.10,6103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-01,15.90,3.40,2.80,18.10 ,28.67,19.19,25.90,27.50,35.50,16.91,16.74,3824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-01,16.00,4.40,2.49,19.40 ,27.16,14.46,26.70,28.50,34.70,18.19,17.06,7042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-01,16.40,5.60,2.40,18.00 ,34.22,26.83,26.60,28.90,35.10,17.75,18.50,3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-01,17.10,6.50,2.60,17.50 ,22.76,19.81,26.70,29.00,35.70,17.24,18.10,6961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-01,17.00,6.20,2.70,18.90 ,22.60,15.62,26.40,30.30,35.60,17.52,18.45,5290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-10-01,18.10,6.50,3.20,17.90 ,22.26,25.27,26.90,31.40,36.50,17.18,18.47,3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-11-01,18.80,6.90,4.55,17.30 ,22.68,25.06,26.80,31.80,37.20,16.81,18.45,3073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-01,20.20,6.50,5.43,17.40 ,21.59,25.48,25.80,30.20,34.70,16.19,16.72,4281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-01,21.20,7.10,6.10,15.40 ,26.75,27.65,25.05,31.55,35.25,9.88,18.94,10859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-01,19.10,8.70,6.62,15.40 ,6.34,35.62,24.30,32.90,35.80,3.56,17.48,4731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-01,21.50,8.30,7.95,17.80 ,30.42,25.01,25.90,32.30,31.90,11.60,16.29,6391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-01,22.00,8.50,8.12,15.70 ,22.06,26.79,25.70,32.10,31.20,12.88,16.94,7076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-05-01,21.60,7.70,8.22,16.00 ,28.30,40.67,25.60,31.90,30.50,13.84,18.07,5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-01,23.00,7.10,8.84,16.00 ,17.34,31.36,26.80,33.50,31.40,16.33,17.37,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-01,23.30,6.30,10.03,14.70 ,26.90,33.67,27.30,30.90,32.20,18.51,16.35,4890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-01,23.20,4.90,10.06,12.80 ,21.51,22.93,27.40,29.10,33.00,18.47,16.00,4575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-01,23.20,4.60,9.13,11.40 ,21.72,20.99,27.60,26.50,33.40,19.34,15.29,5659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-01,22.00,4.00,6.59,8.20 ,19.29,15.15,27.20,24.60,32.80,20.49,15.02,1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-01,20.80,2.40,1.99,5.40 ,-2.22,-18.14,26.80,22.70,32.20,20.35,14.80,4517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-01,19.00,1.20,-1.14,5.70 ,-2.93,-21.45,26.60,20.90,30.70,22.67,17.82,8164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-01,18.50,1.00,-3.35,-2.93 ,-17.56,-43.10,26.55,10.95,28.05,34.58,18.79,13990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-01,11.60,-1.60,-4.47,11.00 ,-25.75,-24.12,26.50,1.00,25.40,46.49,20.48,11131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-01,14.70,-1.20,-6.00,8.30 ,-17.23,-25.05,28.60,4.10,27.30,45.03,25.51,22011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-01,14.80,-1.50,-6.60,7.30 ,-22.76,-22.86,30.50,4.90,29.00,47.51,25.89,5452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-01,15.20,-1.40,-7.20,8.90 ,-26.51,-24.92,32.90,5.80,29.90,49.86,25.74,14959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-01,15.00,-1.70,-7.80,10.70 ,-21.32,-12.88,33.60,8.30,29.30,50.78,28.46,21067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-01,15.20,-1.80,-8.20,10.80 ,-22.98,-14.60,32.90,9.50,28.10,48.97,28.42,7388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-01,15.40,-1.20,-7.86,12.30 ,-23.43,-16.75,33.00,12.50,27.30,48.38,28.53,7650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-01,15.50,-0.80,-6.99,13.90 ,-15.28,-3.36,33.30,15.40,27.70,47.30,29.31,11871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-01,16.20,-0.50,-5.85,16.10 ,-13.92,-6.36,33.10,16.60,27.50,45.70,29.42,5985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11-01,15.80,0.60,-2.08,19.20 ,-1.15,26.83,32.10,17.80,26.80,44.70,29.74,9501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-01,17.50,1.90,1.70,18.50 ,17.73,55.94,30.40,16.10,26.60,42.16,27.68,8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-01,14.00,1.50,4.32,29.20 ,21.00,85.96,28.50,23.60,25.10,35.39,25.98,20550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-01,22.10,2.70,5.39,12.80 ,45.63,45.07,26.60,31.10,23.60,28.62,25.52,10877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-01,18.00,2.40,5.91,18.10 ,24.21,66.27,26.40,35.10,25.80,22.34,22.50,13830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04-01,18.50,2.80,6.81,17.80 ,30.38,49.96,26.10,36.20,24.60,22.00,21.48,14919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05-01,18.66,3.10,7.13,16.50 ,48.44,48.30,25.90,38.20,24.80,22.60,21.00,10805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-01,18.30,2.90,6.41,13.70 ,43.87,33.87,25.50,38.10,24.90,21.88,18.46,10196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-01,17.90,3.30,4.84,13.40 ,37.99,22.85,24.90,37.20,25.10,21.59,17.60,7202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-01,18.40,3.50,4.32,13.90 ,34.32,35.40,24.80,36.70,24.90,21.13,19.20,10646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-01,18.84,3.60,4.33,13.30 ,25.08,24.38,24.50,36.40,25.40,19.87,18.96,11224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-01,18.64,4.40,5.04,13.10 ,22.84,25.63,24.40,36.50,25.70,19.47,19.30,8608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-01,18.70,5.10,6.06,13.30 ,34.86,38.33,24.90,36.50,26.10,19.71,19.50,10554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-01,19.10,4.60,5.93,13.50 ,17.87,25.94,24.50,33.20,26.90,18.47,19.72,10780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
