timestamp,中国:社会消费品零售总额:当月同比,中国:社会消费品零售总额:当月同比_variation,中国:CPI:当月同比,中国:CPI:当月同比_variation,中国:PPI:全部工业品:当月同比,中国:PPI:全部工业品:当月同比_variation,中国:工业增加值:规模以上工业企业:当月同比,中国:工业增加值:规模以上工业企业:当月同比_variation,中国:出口金额:当月同比,中国:出口金额:当月同比_variation,中国:进口金额:当月同比,中国:进口金额:当月同比_variation,固定资产投资完成额:累计同比,固定资产投资完成额:累计同比_variation,房地产开发投资完成额:累计同比,房地产开发投资完成额:累计同比_variation,固定资产投资完成额:制造业:累计同比,固定资产投资完成额:制造业:累计同比_variation,固定资产投资完成额:基础设施建设:累计同比,固定资产投资完成额:基础设施建设:累计同比_variation,中国:M2:同比,中国:M2:同比_variation,中国:社会融资规模:当月值,中国:社会融资规模:当月值_variation
2025/6/30,5.2987633,0.2760073799999999,0.026516974,0.0113855272,-2.4337173,0.10986728,9.156081,0.0289289999999999,10.715192,0.97052774,0.69428825,0.2051893639999999,3.9086733,0.09201944,-10.26653,0.1501683999999999,8.891644,0.1644738999999999,10.4484005,0.1854697000000001,8.357535,0.0648925999999999,26451.18,150.7734999999998
2025/7/31,3.852835,0.37596782,0.005073071,0.012818054,-2.4751964,0.1314454,8.96684,0.0949755000000001,10.582259,0.1885662,0.057455063,0.1339927299999999,3.7587638,0.1650772,-10.282563,0.2631632,8.890028,0.2001226000000001,10.802355,0.0521449999999999,8.291613,0.07390625,39045.637,937.5125999999996
2025/8/31,3.5152884,0.4490682299999999,0.03698784,0.03572798,-2.3760052,0.0995465299999999,9.334371,0.1576309,9.866151,0.60988127,-0.004610062,0.56976471,3.5597923,0.2463945399999999,-10.242566,0.3383402,8.858769,0.27946682,10.932679,0.0898185999999999,8.3804245,0.0369817000000001,21501.643,659.9328000000002
2025/9/30,3.7097979,0.2728559580000001,0.09396392,0.024367765,-2.4087265,0.11321421,8.936795,0.341913,11.017789,1.9459995000000003,-0.14011192,0.28995156,3.4248145,0.25196835,-10.24293,0.3450109000000001,8.84657,0.26560303,10.914294,0.1722457999999999,8.462914,0.0259571000000001,39260.06,115.62640000000027
2025/10/31,4.1753373,0.59193931,0.024496794,0.010516528,-2.4417493,0.25105963,9.19996,0.2777914,10.487952,1.0279909,-0.023893356,0.64702497,3.3462882,0.2061091699999999,-10.271059,0.3194584000000001,8.943491,0.2174139,11.065607,0.2997153999999998,8.485263,0.0935936,42425.926,515.4562000000005
2025/11/30,4.9673915,0.4266135,-0.007432401,0.024702859,-2.464832,0.24879985,8.480653,0.3833554999999999,11.550464,1.8335162,0.33349228,0.93380135,3.2359045,0.16412742,-10.365711,0.3162094000000002,8.819511,0.20571827,10.940315,0.3337952000000002,8.769627,0.1496796,28848.652,464.52380000000016
2025/12/31,4.898776,0.05112353,-0.06633282,0.015156016,-2.4490905,0.2221591,8.702235,0.2085069,10.717633,0.8710371300000003,0.025373459,1.10405867,3.1826775,0.22605112,-10.37567,0.3169215000000001,8.889221,0.1864063,10.846685,0.3682383,8.700003,0.1653143,37768.875,247.96900000000025
